Height (mm);Total slice surface (mmý)
188.100;1745.368
188.220;1797.653
188.340;1842.076
188.460;1881.957
188.580;1919.011
188.700;1954.061
188.820;2371.283
188.940;2572.818
189.060;2731.300
189.180;2866.143
189.300;2987.800
189.420;3099.358
189.540;3201.902
189.660;3298.902
189.780;3388.690
189.900;3474.548
190.020;3556.486
190.140;3636.399
190.260;3713.532
190.380;3787.233
190.500;3834.945
190.620;3907.978
190.740;3971.418
190.860;4040.309
190.980;4108.905
191.100;4175.158
191.220;4238.480
191.340;4298.367
191.460;4345.662
191.580;4435.765
191.700;4530.621
191.820;4628.472
191.940;4728.694
192.060;4829.897
192.180;4925.636
192.300;5033.973
192.420;5142.429
192.540;5250.360
192.660;5357.932
192.780;5469.340
192.900;5579.845
193.020;5466.291
193.140;5417.070
193.260;5420.470
193.380;5444.873
193.500;5477.672
193.620;5523.834
193.740;5570.170
193.860;5619.405
193.980;7463.734
194.100;7516.962
194.220;7570.468
194.340;7617.554
194.460;7891.918
194.580;7956.330
194.700;8031.678
194.820;8118.228
194.940;8209.175
195.060;8289.373
195.180;8348.315
195.300;8406.605
195.420;8466.131
195.540;8555.009
195.660;8602.335
195.780;8646.627
195.900;8683.328
196.020;8721.201
196.140;8758.490
196.260;8798.067
196.380;8831.208
196.500;8990.607
196.620;9152.176
196.740;9263.996
196.860;9362.942
196.980;8404.910
197.100;8325.204
197.220;8299.377
197.340;8282.539
197.460;8272.315
197.580;8262.270
197.700;8249.803
197.820;8239.668
197.940;6835.169
198.060;6776.451
198.180;6747.728
198.300;6726.026
198.420;6711.142
198.540;6700.708
198.660;6695.908
198.780;6696.016
198.900;6707.332
199.020;6720.457
199.140;6727.861
199.260;6740.623
199.380;6756.678
199.500;6779.399
199.620;6796.030
199.740;6807.404
199.860;6818.125
199.980;6839.699
200.100;6868.844
200.220;6893.707
200.340;6920.740
200.460;6945.989
200.580;6908.653
200.700;6879.003
200.820;6847.695
200.940;6811.249
201.060;6780.479
201.180;6750.600
201.300;6721.575
201.420;6692.559
201.540;6659.400
201.660;6637.271
201.780;6617.389
201.900;6605.591
202.020;6585.464
202.140;6566.968
202.260;6554.051
202.380;6538.173
202.500;6524.180
202.620;6512.011
202.740;6504.519
202.860;6504.151
202.980;7929.637
203.100;7908.276
203.220;7888.164
203.340;7871.423
203.460;7857.264
203.580;7846.250
203.700;7843.549
203.820;7856.878
203.940;7927.310
204.060;7933.757
204.180;7836.251
204.300;7710.229
204.420;7532.048
204.540;7349.020
204.660;7297.189
204.780;7240.028
204.900;7179.835
205.020;7120.872
205.140;7061.563
205.260;7008.420
205.380;6959.950
205.500;6891.674
205.620;6849.787
205.740;6808.806
205.860;6770.226
205.980;6710.568
206.100;6641.853
206.220;6577.451
206.340;6530.844
206.460;6483.654
206.580;6439.969
206.700;6399.544
206.820;6360.961
206.940;6323.700
207.060;5221.993
207.180;5198.221
207.300;5177.043
207.420;5163.061
207.540;5160.862
207.660;5165.898
207.780;5192.473
207.900;5276.410
208.020;5419.124
208.140;5333.184
208.260;5242.340
208.380;5151.841
208.500;5054.841
208.620;4958.969
208.740;4859.284
208.860;4769.566
208.980;4673.102
209.100;4578.117
209.220;4485.802
209.340;4384.808
209.460;4306.744
209.580;4275.972
209.700;4221.940
209.820;4161.791
209.940;4099.127
210.060;4033.058
210.180;3965.864
210.300;3895.613
210.420;3820.375
210.540;3775.525
210.660;3701.787
210.780;3624.513
210.900;3544.473
211.020;3462.348
211.140;3378.176
211.260;3286.574
211.380;3189.774
211.500;3086.862
211.620;2974.630
211.740;2853.291
211.860;2718.291
211.980;2562.461
212.100;2361.033
212.220;1943.916
212.340;1908.959
212.460;1871.988
212.580;1832.176
212.700;1787.833
212.820;1735.632
212.940;1655.945
213.060;1378.863
213.180;1363.253
213.300;1347.688
213.420;1332.114
213.540;1316.681
213.660;1301.395
213.780;1285.820
213.900;1272.083
214.020;1258.374
214.140;1244.662
214.260;1230.948
214.380;1217.377
214.500;1203.832
214.620;1190.106
214.740;1176.612
214.860;1163.068
214.980;1149.438
215.100;1135.979
215.220;1122.434
215.340;1108.797
215.460;1095.226
215.580;1081.564
215.700;1067.795
215.820;1412.589
215.940;1419.558
216.060;1420.730
216.180;1419.070
216.300;1415.506
216.420;1410.476
216.540;1410.697
216.660;1415.807
216.780;1419.904
216.900;1422.668
217.020;1435.114
217.140;1471.149
217.260;2534.271
217.380;2572.762
217.500;2599.395
217.620;2658.622
217.740;2718.882
217.860;2779.719
217.980;2841.554
218.100;2899.150
218.220;1833.679
218.340;1854.482
218.460;1874.982
218.580;1895.603
218.700;1915.962
218.820;2065.439
218.940;2086.129
219.060;2106.871
219.180;2127.905
219.300;2148.990
219.420;2170.674
219.540;2192.339
219.660;2214.587
219.780;2237.079
219.900;2260.208
220.020;2283.881
220.140;2307.973
220.260;2335.146
220.380;2355.864
220.500;3670.572
220.620;3692.603
220.740;3718.550
220.860;3751.498
220.980;4001.792
221.100;4013.133
221.220;4025.499
221.340;4047.516
221.460;4086.770
221.580;4127.585
221.700;4168.199
221.820;4211.071
221.940;4261.108
222.060;4311.995
222.180;4368.864
222.300;4439.832
222.420;4513.561
222.540;4589.054
222.660;4666.180
222.780;4744.840
222.900;4824.521
223.020;4904.972
223.140;4986.059
223.260;5068.064
223.380;5150.521
223.500;4511.823
223.620;4575.124
223.740;4637.013
223.860;4699.799
223.980;4767.531
224.100;4844.557
224.220;4919.716
224.340;4994.276
224.460;5068.124
224.580;5140.390
224.700;5203.108
224.820;5265.386
224.940;5326.874
225.060;5388.187
225.180;5454.588
225.300;5532.485
225.420;5611.052
225.540;5717.995
225.660;5797.403
225.780;5877.073
225.900;5956.923
226.020;6036.336
226.140;6118.097
226.260;6197.892
226.380;6275.340
226.500;6352.093
226.620;6428.186
226.740;6503.756
226.860;6578.811
226.980;6653.376
227.100;6727.356
227.220;6800.953
227.340;6874.263
227.460;6947.238
227.580;7019.890
227.700;7091.681
227.820;7162.404
227.940;7232.489
228.060;7296.202
228.180;7344.938
228.300;7388.804
228.420;7421.021
228.540;7452.369
228.660;7483.062
228.780;7513.177
228.900;7542.827
229.020;7571.271
229.140;7597.988
229.260;7623.651
229.380;7648.098
229.500;7671.041
229.620;7692.943
229.740;7713.970
229.860;7747.186
229.980;7782.847
230.100;7818.186
230.220;7847.142
230.340;7868.652
230.460;7891.713
230.580;7916.835
230.700;7943.040
230.820;7970.863
230.940;8000.542
231.060;8031.626
231.180;8063.865
231.300;8095.482
231.420;8125.595
231.540;8156.251
231.660;8187.150
231.780;8218.524
231.900;8250.595
232.020;8283.491
232.140;8320.208
232.260;8358.534
232.380;8397.617
232.500;8437.402
232.620;8477.764
232.740;8518.200
232.860;8559.124
232.980;8573.565
233.100;8617.718
233.220;8663.840
233.340;8705.667
233.460;7933.136
233.580;7968.549
233.700;8006.308
233.820;8045.133
233.940;8083.901
234.060;8122.512
234.180;8160.614
234.300;8197.558
234.420;8232.197
234.540;8264.555
234.660;8294.658
234.780;8323.045
234.900;8349.623
235.020;8372.286
235.140;8386.525
235.260;8396.998
235.380;8406.021
235.500;8413.487
235.620;8419.084
235.740;8423.253
235.860;8426.413
235.980;8428.441
236.100;8429.486
236.220;8430.283
236.340;8428.227
236.460;8422.747
236.580;8416.226
236.700;8409.463
236.820;8401.703
236.940;8393.586
237.060;8386.559
237.180;8381.280
237.300;8376.844
237.420;8372.412
237.540;8369.099
237.660;8367.592
237.780;8365.321
237.900;8366.865
238.020;8398.437
238.140;8397.506
238.260;8393.208
238.380;8388.531
238.500;8389.452
238.620;8402.461
238.740;8413.880
238.860;8416.993
238.980;8417.638
239.100;8421.375
239.220;8431.367
239.340;8443.491
239.460;8501.223
239.580;8545.710
239.700;8587.466
239.820;9298.861
239.940;9339.013
240.060;9373.406
240.180;9405.932
240.300;9440.371
240.420;9478.922
240.540;9516.686
240.660;9553.013
240.780;9584.090
240.900;9613.262
241.020;9642.630
241.140;9672.354
241.260;9700.362
241.380;9724.628
241.500;9745.442
241.620;9763.703
241.740;9781.725
241.860;9800.594
241.980;9821.893
242.100;9845.140
242.220;9872.142
242.340;9898.642
242.460;9923.048
242.580;9946.047
242.700;9970.067
242.820;10107.150
242.940;10105.120
243.060;10131.756
243.180;10158.250
243.300;10185.442
243.420;10233.242
243.540;10283.767
243.660;10324.246
243.780;10361.780
243.900;10401.253
244.020;10441.466
244.140;10481.143
244.260;10521.372
244.380;10562.659
244.500;10604.373
244.620;10647.804
244.740;10355.248
244.860;10400.351
244.980;10446.376
245.100;10491.460
245.220;10538.529
245.340;10588.800
245.460;10559.798
245.580;10612.057
245.700;10665.101
245.820;10718.925
245.940;10752.883
246.060;10797.949
246.180;10839.357
246.300;10868.340
246.420;10897.218
246.540;10920.979
246.660;10944.684
246.780;10968.943
246.900;10990.267
247.020;11011.234
247.140;11033.548
247.260;11054.956
247.380;11075.451
247.500;11064.872
247.620;11071.705
247.740;11078.318
247.860;11662.728
247.980;11667.448
248.100;11672.651
248.220;11672.950
248.340;11674.371
248.460;11685.249
248.580;11699.178
248.700;11707.867
248.820;11720.484
248.940;11717.941
249.060;11718.868
249.180;11715.940
249.300;11711.123
249.420;11693.594
249.540;11676.501
249.660;11666.219
249.780;12169.425
249.900;12160.506
250.020;12151.203
250.140;12140.824
250.260;12132.110
250.380;12113.768
250.500;12095.166
250.620;12079.275
250.740;12065.160
250.860;12048.830
250.980;12024.656
251.100;11998.783
251.220;11978.761
251.340;11965.905
251.460;11955.517
251.580;11948.455
251.700;11891.554
251.820;11856.651
251.940;11832.461
252.060;11810.204
252.180;11786.635
252.300;11752.349
252.420;11733.215
252.540;11713.501
252.660;11694.726
252.780;11678.471
252.900;11666.898
253.020;11646.961
253.140;11626.147
253.260;11610.034
253.380;11613.619
253.500;11604.854
253.620;11593.856
253.740;11564.852
253.860;11546.236
253.980;11525.356
254.100;11508.701
254.220;11500.969
254.340;11499.338
254.460;11495.699
254.580;11499.810
254.700;11510.148
254.820;11519.484
254.940;11521.298
255.060;11522.088
255.180;11612.258
255.300;11618.535
255.420;11636.550
255.540;11624.356
255.660;11577.303
255.780;11540.500
255.900;14457.294
256.020;14421.743
256.140;14388.594
256.260;14358.242
256.380;14327.584
256.500;14295.095
256.620;14264.827
256.740;14264.432
256.860;14231.347
256.980;14194.399
257.100;14157.408
257.220;14110.493
257.340;14074.318
257.460;14040.696
257.580;14011.926
257.700;14013.550
257.820;13982.569
257.940;13950.501
258.060;13920.541
258.180;13888.340
258.300;13852.413
258.420;13815.970
258.540;13776.516
258.660;13728.186
258.780;13678.534
258.900;13626.869
259.020;13573.019
259.140;13516.495
259.260;13454.950
259.380;13373.960
259.500;13320.257
259.620;13289.331
259.740;13262.854
259.860;13232.548
259.980;13201.272
260.100;13169.768
260.220;13138.388
260.340;12978.678
260.460;12948.451
260.580;12918.325
260.700;12887.015
260.820;7474.443
260.940;7442.749
261.060;7411.919
261.180;7382.138
261.300;7353.627
261.420;7324.048
261.540;7294.544
261.660;7282.949
261.780;7267.737
261.900;7250.915
262.020;7235.841
262.140;7222.938
262.260;7209.741
262.380;7195.616
262.500;7181.926
262.620;7168.070
262.740;7125.643
262.860;7111.731
262.980;7105.452
263.100;7096.404
263.220;7082.771
263.340;7057.861
263.460;7031.025
263.580;7036.057
263.700;7033.039
263.820;7028.749
263.940;7024.110
264.060;7017.954
264.180;7011.374
264.300;7003.487
264.420;6994.152
264.540;6984.076
264.660;6972.729
264.780;6960.099
264.900;6946.212
265.020;6931.034
265.140;6914.422
265.260;6896.052
265.380;6875.706
265.500;6851.761
265.620;6817.291
265.740;6801.394
265.860;6784.898
265.980;6767.716
266.100;6749.835
266.220;6731.468
266.340;6712.390
266.460;6692.736
266.580;6672.464
266.700;6651.787
266.820;6630.313
266.940;6611.474
267.060;6592.718
267.180;7378.961
267.300;7357.360
267.420;7331.539
267.540;7298.842
267.660;7262.237
267.780;7275.032
267.900;7261.509
268.020;7248.662
268.140;7235.790
268.260;7222.875
268.380;7209.964
268.500;7197.666
268.620;7185.796
268.740;7173.843
268.860;7161.774
268.980;7149.548
269.100;7137.067
269.220;7124.152
269.340;7110.836
269.460;7097.060
269.580;7082.665
269.700;7067.679
269.820;7051.739
269.940;7035.278
270.060;7018.361
270.180;6992.413
270.300;6962.664
270.420;6933.448
270.540;6904.724
270.660;6876.210
270.780;6848.616
270.900;6824.344
271.020;6800.742
271.140;6776.493
271.260;6753.748
271.380;6733.659
271.500;6718.656
271.620;6722.423
271.740;6688.263
271.860;6653.722
271.980;6616.195
272.100;6576.999
272.220;6535.558
272.340;6491.345
272.460;6446.662
272.580;6402.562
272.700;6361.923
272.820;6322.830
272.940;6284.660
273.060;6248.840
273.180;6217.176
273.300;6185.964
273.420;6160.189
273.540;6134.726
273.660;6109.867
273.780;6085.158
273.900;6060.993
274.020;6037.078
274.140;6013.628
274.260;5990.422
274.380;5967.394
274.500;5944.932
274.620;5922.777
274.740;5901.038
274.860;5880.021
274.980;5859.997
275.100;5840.680
275.220;5794.538
275.340;5778.239
275.460;5766.071
275.580;5770.618
275.700;5750.940
275.820;5712.263
275.940;5669.967
276.060;5624.330
276.180;5577.461
276.300;5530.960
276.420;5484.648
276.540;5438.566
276.660;5395.777
276.780;5353.179
276.900;5310.717
277.020;5268.348
277.140;5225.950
277.260;5891.382
277.380;5848.867
277.500;5295.953
277.620;5256.810
277.740;5216.715
277.860;5177.150
277.980;5138.222
278.100;5099.895
278.220;5062.207
278.340;5025.020
278.460;4988.208
278.580;4951.847
278.700;4913.001
278.820;4869.225
278.940;4826.397
279.060;4784.564
279.180;4744.031
279.300;4704.569
279.420;4666.263
279.540;4630.336
279.660;4595.268
279.780;4344.278
279.900;4290.389
280.020;4243.050
280.140;4197.868
280.260;2829.843
280.380;2781.247
280.500;2734.208
280.620;2688.781
280.740;2644.119
280.860;2600.427
280.980;2557.864
281.100;2516.088
281.220;2475.520
281.340;2438.203
281.460;2404.456
281.580;2371.652
281.700;2339.909
281.820;2307.822
281.940;3566.752
282.060;3531.531
282.180;3496.854
282.300;3470.041
282.420;3447.644
282.540;3431.391
282.660;3415.158
282.780;3398.956
282.900;3383.013
283.020;2260.798
283.140;2221.874
283.260;2225.501
283.380;2225.761
283.500;2222.098
283.620;2215.838
283.740;2207.555
283.860;2197.988
283.980;2186.783
284.100;2164.540
284.220;2141.325
284.340;2118.959
284.460;2095.753
284.580;2071.355
284.700;2047.464
284.820;2025.453
284.940;1423.880
285.060;1418.587
285.180;1412.861
285.300;1406.344
285.420;1381.935
285.540;1351.887
285.660;1322.741
285.780;1294.888
285.900;1268.220
286.020;1243.098
286.140;1223.897
286.260;1225.255
286.380;1238.895
286.500;1252.666
286.620;1266.427
286.740;1280.181
286.860;1295.071
286.980;1310.544
287.100;1325.918
287.220;1341.436
287.340;1357.082
287.460;1372.721
287.580;1388.410
287.700;1665.587
287.820;1745.368
287.940;1797.653
288.060;1842.076
288.180;1881.957
288.300;1919.011
288.420;1954.061
288.540;2371.283
288.660;2572.818
288.780;2732.853
288.900;2867.574
289.020;2989.008
289.140;3101.028
289.260;3197.401
289.380;3294.559
289.500;3386.455
289.620;3470.167
289.740;3552.666
289.860;3632.946
289.980;3710.456
290.100;3784.663
290.220;3833.204
290.340;3907.242
290.460;3969.924
290.580;4041.189
290.700;4109.835
290.820;4175.931
290.940;4240.151
291.060;4299.729
291.180;4346.434
291.300;4435.494
291.420;4529.763
291.540;4626.996
291.660;4728.581
291.780;4831.401
291.900;4927.274
292.020;5033.691
292.140;5140.485
292.260;5247.220
292.380;5354.513
292.500;5467.676
292.620;5581.145
292.740;5470.647
292.860;5421.740
292.980;5426.371
293.100;5452.814
293.220;5486.312
293.340;5533.214
293.460;5578.279
293.580;5625.009
293.700;7458.060
293.820;7511.069
293.940;7565.334
294.060;7614.605
294.180;7898.649
294.300;7961.859
294.420;8034.629
294.540;8118.606
294.660;8208.746
294.780;8290.756
294.900;8352.264
295.020;8412.535
295.140;8470.879
295.260;8554.189
295.380;8597.880
295.500;8640.870
295.620;8678.565
295.740;8716.718
295.860;8757.617
295.980;8800.559
296.100;8834.963
296.220;8998.190
296.340;9161.074
296.460;9275.817
296.580;9370.616
296.700;8409.845
296.820;8327.383
296.940;8300.023
297.060;8282.757
297.180;8273.238
297.300;8264.152
297.420;8251.790
297.540;8241.505
297.660;6836.921
297.780;6777.733
297.900;6747.726
298.020;6726.026
298.140;6711.140
298.260;6700.708
298.380;6695.908
298.500;6696.016
298.620;6707.332
298.740;6720.457
298.860;6725.151
298.980;6737.912
299.100;6753.969
299.220;6776.690
299.340;6793.319
299.460;6804.693
299.580;6816.043
299.700;6838.074
299.820;6867.411
299.940;6892.471
300.060;6919.680
300.180;6941.973
300.300;6914.014
300.420;6881.098
300.540;6849.976
300.660;6813.707
300.780;6783.097
300.900;6753.373
301.020;6724.497
301.140;6695.624
301.260;6662.324
301.380;6639.960
301.500;6619.983
301.620;6608.230
301.740;6588.100
301.860;6569.661
301.980;6556.809
302.100;6540.997
302.220;6527.031
302.340;6514.798
302.460;6507.249
302.580;6506.925
302.700;7932.672
302.820;7911.081
302.940;7891.651
303.060;7874.963
303.180;7860.764
303.300;7849.630
303.420;7846.800
303.540;7859.937
303.660;7930.150
303.780;7937.409
303.900;7837.634
304.020;7710.754
304.140;7532.096
304.260;7348.695
304.380;7296.538
304.500;7241.703
304.620;7180.452
304.740;7119.166
304.860;7059.028
304.980;7004.919
305.100;6956.095
305.220;6890.583
305.340;6849.487
305.460;6809.619
305.580;6771.362
305.700;6712.114
305.820;6644.647
305.940;6581.585
306.060;6532.397
306.180;6486.059
306.300;6443.324
306.420;6403.680
306.540;6365.575
306.660;6328.929
306.780;5226.263
306.900;5202.326
307.020;5181.922
307.140;5167.765
307.260;5165.665
307.380;5170.891
307.500;5197.787
307.620;5280.174
307.740;5422.377
307.860;5336.176
307.980;5244.841
308.100;5154.470
308.220;5059.000
308.340;4963.529
308.460;4863.373
308.580;4773.146
308.700;4676.146
308.820;4580.433
308.940;4488.012
309.060;4386.976
309.180;4308.417
309.300;4276.383
309.420;4221.491
309.540;4158.099
309.660;4095.036
309.780;4028.795
309.900;3961.192
310.020;3890.196
310.140;3818.162
310.260;3772.914
310.380;3699.246
310.500;3622.126
310.620;3542.280
310.740;3460.280
310.860;3382.123
310.980;3290.308
311.100;3193.458
311.220;3090.832
311.340;2979.014
311.460;2857.738
311.580;2722.814
311.700;2562.462
311.820;2361.033
311.940;1943.916
312.060;1908.959
312.180;1871.988
312.300;1832.176
312.420;1787.833
312.540;1735.632
312.660;1655.945
312.780;1378.863
312.900;1363.253
313.020;1347.688
313.140;1332.114
313.260;1316.681
313.380;1301.395
313.500;1285.820
313.620;1272.083
313.740;1258.374
313.860;1244.662
313.980;1236.139
314.100;1244.888
314.220;1254.327
314.340;1276.423
314.460;1305.802
314.580;1335.955
314.700;1366.676
314.820;1398.153
314.940;1443.693
315.060;1492.918
315.180;1543.057
315.300;1593.842
315.420;1645.171
315.540;1876.381
315.660;1939.159
315.780;1989.131
315.900;2041.207
316.020;2092.669
316.140;2143.584
316.260;2200.456
316.380;2261.798
316.500;2305.167
316.620;2347.211
316.740;2398.929
316.860;2467.013
316.980;3540.333
317.100;3561.159
317.220;3568.829
317.340;3608.097
317.460;3631.174
317.580;3653.587
317.700;3675.993
317.820;3698.175
317.940;2645.775
318.060;2668.231
318.180;2718.605
318.300;2770.216
318.420;2822.342
318.540;2822.842
318.660;2863.952
318.780;2903.184
318.900;2942.945
319.020;2982.920
319.140;3023.773
319.260;3065.336
319.380;3101.666
319.500;3116.272
319.620;3130.979
319.740;3145.927
319.860;3161.091
319.980;3177.386
320.100;3195.011
320.220;4532.805
320.340;4553.958
320.460;4578.461
320.580;4609.834
320.700;4835.069
320.820;4844.446
320.940;4854.006
321.060;4911.854
321.180;4949.424
321.300;4986.983
321.420;5027.278
321.540;5066.789
321.660;5113.156
321.780;5167.948
321.900;5224.440
322.020;5287.470
322.140;5351.119
322.260;5415.354
322.380;5480.147
322.500;5545.511
322.620;5611.417
322.740;5680.888
322.860;5755.619
322.980;5855.839
323.100;5965.503
323.220;5361.471
323.340;5463.739
323.460;5564.600
323.580;5664.633
323.700;5764.126
323.820;5864.225
323.940;5967.621
324.060;6070.864
324.180;6174.001
324.300;6278.047
324.420;6382.218
324.540;6486.420
324.660;6590.687
324.780;6699.043
324.900;6807.562
325.020;6916.422
325.140;7026.656
325.260;7165.607
325.380;7264.296
325.500;7351.723
325.620;7437.637
325.740;7517.588
325.860;7586.525
325.980;7664.754
326.100;7749.588
326.220;7833.874
326.340;7917.532
326.460;8000.766
326.580;8083.679
326.700;8166.312
326.820;8248.671
326.940;8330.910
327.060;8413.675
327.180;8496.536
327.300;8578.208
327.420;8658.332
327.540;8738.166
327.660;8817.762
327.780;8897.075
327.900;8976.030
328.020;9054.667
328.140;9133.111
328.260;9203.120
328.380;9269.846
328.500;9333.725
328.620;9394.356
328.740;9452.948
328.860;9509.636
328.980;9562.512
329.100;9612.140
329.220;9659.103
329.340;9701.987
329.460;9739.550
329.580;9773.165
329.700;9805.582
329.820;9837.151
329.940;9862.281
330.060;9882.993
330.180;9903.778
330.300;9924.253
330.420;9944.000
330.540;9946.609
330.660;9943.959
330.780;9939.485
330.900;9932.622
331.020;9925.243
331.140;9917.554
331.260;9908.951
331.380;9900.090
331.500;9891.245
331.620;9881.707
331.740;9870.629
331.860;9856.587
331.980;9842.238
332.100;9829.720
332.220;9818.602
332.340;9809.448
332.460;9802.331
332.580;9796.712
332.700;9765.997
332.820;9766.999
332.940;9771.962
333.060;9781.184
333.180;8988.238
333.300;9005.165
333.420;9023.662
333.540;9043.777
333.660;9068.542
333.780;9097.153
333.900;9125.740
334.020;9155.562
334.140;9191.766
334.260;9235.943
334.380;9258.330
334.500;9282.310
334.620;9307.583
334.740;9333.521
334.860;9359.040
334.980;9383.517
335.100;9407.166
335.220;9430.977
335.340;9455.065
335.460;9479.283
335.580;9502.663
335.700;9525.661
335.820;9548.533
335.940;9571.666
336.060;9596.834
336.180;9622.042
336.300;9647.485
336.420;9673.101
336.540;9698.372
336.660;9723.758
336.780;9749.186
336.900;9775.669
337.020;9803.020
337.140;9831.113
337.260;9859.484
337.380;9887.407
337.500;9913.723
337.620;9939.772
337.740;9996.242
337.860;10022.159
337.980;10033.793
338.100;10044.178
338.220;10054.970
338.340;10080.145
338.460;10115.669
338.580;10156.022
338.700;10191.017
338.820;10218.597
338.940;10239.482
339.060;10259.425
339.180;10305.635
339.300;10343.498
339.420;10371.968
339.540;10400.926
339.660;10434.443
339.780;10466.226
339.900;10491.993
340.020;10508.500
340.140;10529.656
340.260;10547.301
340.380;10560.606
340.500;10572.347
340.620;10570.467
340.740;10568.488
340.860;10560.404
340.980;10545.402
341.100;10526.959
341.220;10508.206
341.340;10494.119
341.460;10481.025
341.580;10464.065
341.700;10444.436
341.820;10424.567
341.940;10405.557
342.060;10390.649
342.180;10377.366
342.300;10364.024
342.420;10354.585
342.540;10354.795
342.660;10334.142
342.780;10341.809
342.900;10345.827
343.020;10352.519
343.140;10373.311
343.260;10396.623
343.380;10419.618
343.500;10440.871
343.620;10459.869
343.740;10482.041
343.860;10506.400
343.980;10534.028
344.100;10562.229
344.220;10592.857
344.340;10627.619
344.460;10495.651
344.580;10535.123
344.700;10579.911
344.820;10627.496
344.940;10671.394
345.060;10716.126
345.180;10675.633
345.300;10720.375
345.420;10756.493
345.540;10793.742
345.660;10832.182
345.780;10870.498
345.900;10904.050
346.020;10934.106
346.140;10969.576
346.260;11005.023
346.380;11037.283
346.500;11067.839
346.620;11086.139
346.740;11110.251
346.860;11138.283
346.980;11165.297
347.100;11190.878
347.220;11200.859
347.340;11219.479
347.460;11237.566
347.580;11252.575
347.700;11266.341
347.820;11278.140
347.940;11281.585
348.060;11281.400
348.180;11275.485
348.300;11264.688
348.420;11249.079
348.540;11234.424
348.660;11221.686
348.780;11206.787
348.900;11191.575
349.020;11175.819
349.140;11157.865
349.260;11146.668
349.380;11138.578
349.500;11391.976
349.620;11382.242
349.740;11367.846
349.860;11355.037
349.980;11347.887
350.100;11341.550
350.220;11339.642
350.340;11341.332
350.460;11344.798
350.580;11346.827
350.700;11346.752
350.820;11349.033
350.940;11349.199
351.060;11345.621
351.180;11344.094
351.300;11342.661
351.420;11314.569
351.540;11302.130
351.660;11292.139
351.780;11281.650
351.900;11269.649
352.020;11249.212
352.140;11242.470
352.260;11240.002
352.380;11233.752
352.500;11218.304
352.620;11198.376
352.740;11172.648
352.860;11146.074
352.980;11119.848
353.100;11095.824
353.220;11061.335
353.340;11025.253
353.460;10987.692
353.580;10962.274
353.700;10932.537
353.820;10899.647
353.940;10874.286
354.060;10851.063
354.180;10825.088
354.300;10803.711
354.420;10781.453
354.540;10760.136
354.660;10737.154
354.780;10713.568
354.900;10774.375
355.020;10748.199
355.140;10730.124
355.260;10684.491
355.380;10621.589
355.500;10561.790
355.620;10502.420
355.740;10446.333
355.860;10392.339
355.980;10341.614
356.100;10290.994
356.220;10241.065
356.340;10192.814
356.460;10155.635
356.580;10105.462
356.700;10056.796
356.820;10007.335
356.940;9950.571
357.060;9899.147
357.180;9850.330
357.300;9794.204
357.420;9763.656
357.540;9708.038
357.660;9647.013
357.780;9582.634
357.900;9515.456
358.020;9439.318
358.140;9356.796
358.260;9270.755
358.380;9180.575
358.500;9086.329
358.620;8990.467
358.740;8890.754
358.860;8791.298
358.980;8689.498
359.100;8580.946
359.220;8487.733
359.340;8404.512
359.460;8323.616
359.580;8239.485
359.700;8160.484
359.820;8093.212
359.940;8031.998
360.060;7972.193
360.180;7915.276
360.300;7861.200
360.420;7809.012
360.540;7759.455
360.660;7711.834
360.780;7666.621
360.900;7623.411
361.020;7582.248
361.140;7543.197
361.260;7506.153
361.380;7471.090
361.500;7433.956
361.620;7396.690
361.740;7360.775
361.860;7326.749
361.980;7294.066
362.100;7262.995
362.220;7233.104
362.340;7204.471
362.460;7148.766
362.580;7122.181
362.700;7095.909
362.820;7068.934
362.940;7040.267
363.060;7006.465
363.180;6972.210
363.300;6954.722
363.420;6933.759
363.540;6912.600
363.660;6891.345
363.780;6866.538
363.900;6841.596
364.020;6816.672
364.140;6791.776
364.260;6767.532
364.380;6743.538
364.500;6719.866
364.620;6696.636
364.740;6673.514
364.860;6650.362
364.980;6629.819
365.100;6610.899
365.220;6591.114
365.340;6567.267
365.460;6560.607
365.580;6556.585
365.700;6553.343
365.820;6551.383
365.940;6549.088
366.060;6546.199
366.180;6542.700
366.300;6538.530
366.420;6533.720
366.540;6528.138
366.660;6521.880
366.780;6514.939
366.900;7313.459
367.020;7304.276
367.140;7293.108
367.260;7278.090
367.380;7259.939
367.500;7278.994
367.620;7269.439
367.740;7259.536
367.860;7248.998
367.980;7237.859
368.100;7226.256
368.220;7215.573
368.340;7208.224
368.460;7200.276
368.580;7191.719
368.700;7182.509
368.820;7172.642
368.940;7161.949
369.060;7150.468
369.180;7138.187
369.300;7125.038
369.420;7111.040
369.540;7096.174
369.660;7080.168
369.780;7062.459
369.900;7043.309
370.020;7023.575
370.140;7004.013
370.260;6988.267
370.380;6976.360
370.500;6968.666
370.620;6973.074
370.740;6973.144
370.860;6946.792
370.980;6920.915
371.100;6896.291
371.220;6874.278
371.340;6861.689
371.460;6829.851
371.580;6797.400
371.700;6764.202
371.820;6730.222
371.940;6695.010
372.060;6658.881
372.180;6622.090
372.300;6584.140
372.420;6539.495
372.540;6490.492
372.660;6441.064
372.780;6391.084
372.900;6338.895
373.020;6286.743
373.140;6234.735
373.260;6182.684
373.380;6130.848
373.500;6078.999
373.620;6027.248
373.740;5972.282
373.860;5916.291
373.980;5860.523
374.100;5804.980
374.220;5754.121
374.340;5704.871
