Height (mm);Total slice surface (mmý)
82.380;1821.345
82.500;3071.705
82.620;3028.042
82.740;2985.006
82.860;2949.144
82.980;2942.299
83.100;2935.752
83.220;2929.159
83.340;2923.155
83.460;2922.995
83.580;1816.500
83.700;1793.277
83.820;1812.544
83.940;1828.435
84.060;1840.385
84.180;1849.761
84.300;1857.148
84.420;1863.406
84.540;1868.389
84.660;1872.333
84.780;1875.509
84.900;1878.969
85.020;1880.990
85.140;1881.073
85.260;1878.580
85.380;1870.817
85.500;1283.085
85.620;1291.098
85.740;1297.811
85.860;1283.223
85.980;1242.302
86.100;1203.395
86.220;1167.394
86.340;1170.735
86.460;1184.322
86.580;1197.866
86.700;1211.640
86.820;1225.255
86.940;1238.895
87.060;1252.666
87.180;1266.427
87.300;1280.181
87.420;1295.071
87.540;1310.544
87.660;1325.918
87.780;1341.436
87.900;1357.082
88.020;1372.721
88.140;1388.410
88.260;1665.587
88.380;1745.368
88.500;1797.653
88.620;1842.076
88.740;1881.957
88.860;1919.011
88.980;1954.061
89.100;2371.283
89.220;2572.818
89.340;2730.363
89.460;2864.745
89.580;2986.527
89.700;3098.702
89.820;3201.661
89.940;3298.616
90.060;3388.978
90.180;3477.440
90.300;3559.690
90.420;3639.521
90.540;3713.435
90.660;3787.569
90.780;3834.449
90.900;3907.037
91.020;3970.222
91.140;4037.740
91.260;4105.301
91.380;4171.104
91.500;4234.456
91.620;4294.392
91.740;4341.789
91.860;4432.184
91.980;4528.183
92.100;4628.447
92.220;4731.766
92.340;4834.170
92.460;4930.094
92.580;5036.455
92.700;5142.683
92.820;5247.367
92.940;5353.666
93.060;5464.840
93.180;5575.992
93.300;5463.214
93.420;5411.652
93.540;5414.067
93.660;5438.922
93.780;5472.662
93.900;5519.431
94.020;5567.427
94.140;5615.893
94.260;7464.517
94.380;7517.562
94.500;7573.110
94.620;7625.257
94.740;7898.060
94.860;7965.334
94.980;8041.950
95.100;8128.227
95.220;8220.420
95.340;8303.986
95.460;8366.114
95.580;8423.201
95.700;8480.576
95.820;8565.650
95.940;8609.088
96.060;8651.707
96.180;8683.865
96.300;8720.043
96.420;8754.450
96.540;8790.395
96.660;8822.245
96.780;8982.729
96.900;9146.340
97.020;9260.246
97.140;9355.516
97.260;8397.052
97.380;8313.317
97.500;8291.729
97.620;8275.367
97.740;8265.729
97.860;8256.142
97.980;8243.409
98.100;8234.095
98.220;6830.156
98.340;6771.423
98.460;6741.183
98.580;6719.708
98.700;6704.908
98.820;6694.610
98.940;6689.801
99.060;6689.882
99.180;6701.020
99.300;6713.502
99.420;6726.410
99.540;6738.130
99.660;6752.957
99.780;6775.292
99.900;6792.150
100.020;6803.526
100.140;6814.555
100.260;6836.394
100.380;6864.703
100.500;6889.566
100.620;6916.774
100.740;6945.467
100.860;6911.658
100.980;6879.224
101.100;6848.466
101.220;6813.190
101.340;6782.712
101.460;6754.018
101.580;6724.624
101.700;6695.310
101.820;6662.140
101.940;6640.290
102.060;6621.079
102.180;6600.192
102.300;6580.118
102.420;6561.648
102.540;6548.725
102.660;6532.800
102.780;6518.933
102.900;6506.910
103.020;6499.592
103.140;6499.778
103.260;7925.675
103.380;7904.530
103.500;7885.083
103.620;7868.359
103.740;7854.024
103.860;7843.161
103.980;7840.428
104.100;7853.721
104.220;7923.484
104.340;7926.977
104.460;7828.423
104.580;7701.040
104.700;7522.097
104.820;7338.629
104.940;7287.075
105.060;7233.380
105.180;7177.239
105.300;7118.555
105.420;7060.736
105.540;7008.710
105.660;6960.896
105.780;6894.174
105.900;6854.260
106.020;6814.856
106.140;6777.148
106.260;6717.332
106.380;6648.716
106.500;6584.167
106.620;6534.301
106.740;6486.506
106.860;6442.885
106.980;6401.804
107.100;6363.096
107.220;6324.924
107.340;5221.963
107.460;5197.960
107.580;5176.537
107.700;5162.515
107.820;5160.343
107.940;5165.442
108.060;5191.880
108.180;5275.112
108.300;5416.565
108.420;5330.735
108.540;5239.908
108.660;5149.538
108.780;5054.319
108.900;4959.322
109.020;4855.676
109.140;4765.727
109.260;4668.870
109.380;4573.636
109.500;4480.988
109.620;4380.057
109.740;4302.472
109.860;4270.902
109.980;4216.518
110.100;4156.689
110.220;4094.477
110.340;4028.847
110.460;3961.702
110.580;3890.133
110.700;3822.249
110.820;3777.136
110.940;3703.459
111.060;3626.527
111.180;3546.327
111.300;3464.451
111.420;3376.416
111.540;3284.656
111.660;3187.943
111.780;3085.314
111.900;2973.397
112.020;2851.937
112.140;2720.784
112.260;2562.461
112.380;2361.033
112.500;1943.916
112.620;1908.959
112.740;1871.988
112.860;1832.176
112.980;1787.833
113.100;1735.632
113.220;1655.945
113.340;1378.863
113.460;1363.253
113.580;1347.688
113.700;1332.114
113.820;1316.681
113.940;1301.395
114.060;1285.820
114.180;1272.083
114.300;1258.374
114.420;1244.662
114.540;1230.948
114.660;1217.377
114.780;1203.832
114.900;1190.106
115.020;1176.612
115.140;1163.068
115.260;1167.300
115.380;1236.265
115.500;1307.593
115.620;1380.538
115.740;1407.079
115.860;1399.125
115.980;1390.068
116.100;1559.695
116.220;1559.929
116.340;1556.840
116.460;1552.015
116.580;1545.988
116.700;1538.901
116.820;1537.268
116.940;1540.804
117.060;1543.383
117.180;1544.845
117.300;1556.047
117.420;1583.553
117.540;2616.253
117.660;2596.369
117.780;2563.238
117.900;2561.633
118.020;2560.115
118.140;2558.446
118.260;2557.061
118.380;2555.657
118.500;1483.850
118.620;1482.682
118.740;1484.122
118.860;1498.959
118.980;1514.722
119.100;1474.914
119.220;1492.435
119.340;1510.555
119.460;1529.492
119.580;1548.888
119.700;1569.239
119.820;1589.948
119.940;1611.578
120.060;1647.705
120.180;1693.381
120.300;1740.422
120.420;1788.575
120.540;1838.512
120.660;1889.917
120.780;3223.676
120.900;3280.019
121.020;3340.316
121.140;3407.639
121.260;3707.372
121.380;3753.416
121.500;3802.926
121.620;3860.150
121.740;3911.690
121.860;3950.915
121.980;3991.064
122.100;4032.132
122.220;4074.186
122.340;4107.402
122.460;4137.458
122.580;4173.883
122.700;4210.867
122.820;4248.299
122.940;4282.702
123.060;4314.996
123.180;4361.631
123.300;4413.544
123.420;4464.933
123.540;4516.485
123.660;4568.092
123.780;3911.937
123.900;3963.772
124.020;4015.738
124.140;4067.919
124.260;4120.341
124.380;4172.851
124.500;4223.409
124.620;4254.073
124.740;4284.803
124.860;4314.627
124.980;4342.452
125.100;4369.030
125.220;4394.604
125.340;4419.302
125.460;4443.215
125.580;4466.417
125.700;4487.913
125.820;4533.159
125.940;4548.198
126.060;4561.725
126.180;4573.399
126.300;4583.427
126.420;4593.681
126.540;4604.810
126.660;4615.282
126.780;4625.418
126.900;4635.179
127.020;4643.011
127.140;4646.088
127.260;4648.795
127.380;4651.157
127.500;4653.176
127.620;4657.837
127.740;4663.086
127.860;4668.081
127.980;4675.111
128.100;4685.685
128.220;4696.576
128.340;4707.700
128.460;4718.997
128.580;4730.547
128.700;4742.915
128.820;4754.966
128.940;4772.800
129.060;4804.580
129.180;4835.395
129.300;4865.491
129.420;4894.960
129.540;4923.835
129.660;4952.434
129.780;4983.191
129.900;5013.914
130.020;5045.012
130.140;5076.438
130.260;5108.174
130.380;5140.159
130.500;5169.334
130.620;5194.950
130.740;5220.622
130.860;5247.466
130.980;5275.239
131.100;5303.770
131.220;5332.978
131.340;5362.846
131.460;5394.119
131.580;5450.896
131.700;5522.209
131.820;5595.275
131.940;5670.093
132.060;5746.136
132.180;5822.193
132.300;5898.622
132.420;5975.992
132.540;6055.153
132.660;6136.442
132.780;6220.195
132.900;6305.029
133.020;6392.209
133.140;6481.743
133.260;6544.884
133.380;6636.973
133.500;6730.535
133.620;6822.871
133.740;6088.919
133.860;6160.345
133.980;6232.070
134.100;6304.556
134.220;6378.232
134.340;6453.733
134.460;6528.542
134.580;6603.029
134.700;6677.722
134.820;6753.733
134.940;6829.750
135.060;6905.326
135.180;6980.348
135.300;7054.680
135.420;7128.641
135.540;7202.325
135.660;7289.935
135.780;7381.504
135.900;7474.623
136.020;7565.991
136.140;7658.088
136.260;7755.266
136.380;7840.336
136.500;7901.972
136.620;7959.563
136.740;8014.064
136.860;8066.604
136.980;8117.433
137.100;8167.868
137.220;8222.390
137.340;8280.987
137.460;8342.466
137.580;8407.415
137.700;8477.378
137.820;8553.862
137.940;8631.506
138.060;8708.353
138.180;8795.936
138.300;8907.361
138.420;8992.408
138.540;9081.856
138.660;9161.543
138.780;9234.282
138.900;9297.889
139.020;9352.815
139.140;9429.470
139.260;9512.457
139.380;9603.051
139.500;9692.817
139.620;9783.017
139.740;9907.129
139.860;10023.358
139.980;10144.219
140.100;10270.914
140.220;10392.575
140.340;10519.445
140.460;10633.721
140.580;10736.780
140.700;10836.840
140.820;10938.579
140.940;11042.874
141.060;11140.150
141.180;11234.465
141.300;11322.740
141.420;11406.989
141.540;11488.394
141.660;11572.207
141.780;11657.131
141.900;11739.959
142.020;11825.849
142.140;11914.904
142.260;12001.819
142.380;12088.321
142.500;12163.105
142.620;12230.294
142.740;12297.304
142.860;12363.205
142.980;12431.228
143.100;12493.410
143.220;12524.647
143.340;12580.921
143.460;12621.579
143.580;12676.759
143.700;12746.710
143.820;12821.392
143.940;12897.864
144.060;12999.321
144.180;13101.813
144.300;13217.462
144.420;13330.465
144.540;13443.668
144.660;13551.985
144.780;13656.629
144.900;13762.746
145.020;13697.367
145.140;13797.554
145.260;13894.996
145.380;13993.111
145.500;14089.219
145.620;14182.681
145.740;14185.433
145.860;14273.706
145.980;14364.572
146.100;14462.762
146.220;14563.408
146.340;14667.416
146.460;14775.617
146.580;14863.669
146.700;14947.235
146.820;15030.815
146.940;15114.376
147.060;15196.065
147.180;15274.046
147.300;15350.098
147.420;15426.768
147.540;15501.451
147.660;15571.570
147.780;15628.610
147.900;15680.758
148.020;15726.925
148.140;15765.640
148.260;15800.217
148.380;15845.216
148.500;15890.780
148.620;15936.736
148.740;15958.016
148.860;15968.561
148.980;15978.598
149.100;15984.874
149.220;15988.544
149.340;15991.623
149.460;15987.631
149.580;15975.801
149.700;15958.544
149.820;15938.341
149.940;15914.960
150.060;16159.915
150.180;16175.278
150.300;16192.646
150.420;16210.912
150.540;16232.157
150.660;16254.548
150.780;16262.824
150.900;16264.310
151.020;16265.067
151.140;16258.306
151.260;16242.956
151.380;16212.669
151.500;16173.148
151.620;16130.198
151.740;16082.139
151.860;16028.713
151.980;15948.535
152.100;15877.474
152.220;15830.925
152.340;15790.939
152.460;15751.931
152.580;15704.455
152.700;15658.873
152.820;15618.961
152.940;15579.943
153.060;15544.482
153.180;15511.817
153.300;15478.111
153.420;15449.036
153.540;15416.369
153.660;15385.771
153.780;15343.549
153.900;15292.636
154.020;15230.570
154.140;15174.489
154.260;15124.513
154.380;15087.734
154.500;15053.132
154.620;15021.980
154.740;14992.163
154.860;14961.790
154.980;14913.260
155.100;14834.289
155.220;14748.110
155.340;14658.507
155.460;14652.073
155.580;14560.538
155.700;14478.682
155.820;14396.395
155.940;14298.216
156.060;14209.394
156.180;14119.406
156.300;14031.172
156.420;13937.764
156.540;13848.593
156.660;13768.801
156.780;13692.008
156.900;13604.852
157.020;13521.057
157.140;13413.590
157.260;13302.971
157.380;13203.971
157.500;13100.492
157.620;13005.148
157.740;12918.506
157.860;12819.010
157.980;12741.013
158.100;12637.492
158.220;12533.679
158.340;12436.746
158.460;12355.673
158.580;12271.684
158.700;12181.239
158.820;12085.017
158.940;11993.506
159.060;11903.587
159.180;11810.108
159.300;11709.990
159.420;11587.834
159.540;11453.449
159.660;11310.548
159.780;11184.543
159.900;11074.341
160.020;10981.183
160.140;10882.411
160.260;10792.541
160.380;10700.772
160.500;10595.052
160.620;10490.797
160.740;10382.628
160.860;10280.267
160.980;10185.884
161.100;10091.468
161.220;9997.439
161.340;9904.680
161.460;9812.488
161.580;9724.461
161.700;9640.051
161.820;9557.122
161.940;9478.919
162.060;9383.571
162.180;9272.774
162.300;9164.168
162.420;9056.749
162.540;8950.583
162.660;8845.238
162.780;8741.529
162.900;8640.237
163.020;8512.164
163.140;8412.162
163.260;8311.975
163.380;8211.281
163.500;8109.154
163.620;8002.172
163.740;7895.017
163.860;7807.374
163.980;7718.104
164.100;7628.866
164.220;7540.037
164.340;7450.862
164.460;7361.679
164.580;7272.580
164.700;7183.517
164.820;7094.978
164.940;7006.478
165.060;6917.886
165.180;6829.086
165.300;6739.770
165.420;6648.723
165.540;6553.691
165.660;6457.978
165.780;6360.324
165.900;6257.504
166.020;6165.037
166.140;6080.040
166.260;5996.727
166.380;5914.862
166.500;5834.178
166.620;5756.654
166.740;5683.469
166.860;5612.161
166.980;5550.971
167.100;5506.545
167.220;5461.728
167.340;5416.374
167.460;6176.422
167.580;6128.854
167.700;6063.466
167.820;5991.319
167.940;5918.234
168.060;5884.382
168.180;5823.042
168.300;5762.826
168.420;5703.440
168.540;5648.846
168.660;5596.627
168.780;5545.120
168.900;5495.162
169.020;5446.902
169.140;5397.978
169.260;5350.356
169.380;5304.773
169.500;5261.378
169.620;5220.470
169.740;5183.556
169.860;5149.155
169.980;5115.650
170.100;5082.567
170.220;5049.356
170.340;5015.506
170.460;4980.870
170.580;4945.395
170.700;4909.390
170.820;4872.516
170.940;4834.458
171.060;4795.173
171.180;4755.539
171.300;4724.502
171.420;4693.681
171.540;4663.332
171.660;4634.282
171.780;4608.368
171.900;4594.446
172.020;4564.700
172.140;4535.493
172.260;4507.195
172.380;4489.236
172.500;4474.231
172.620;4458.678
172.740;4435.714
172.860;4409.980
172.980;4384.202
173.100;4358.406
173.220;4332.669
173.340;4306.875
173.460;4281.168
173.580;4255.449
173.700;4229.965
173.820;4204.503
173.940;4179.315
174.060;4154.150
174.180;4129.214
174.300;4104.349
174.420;4079.611
174.540;4054.932
174.660;4030.278
174.780;4005.819
174.900;3981.330
175.020;3956.807
175.140;3932.056
175.260;3907.373
175.380;3883.072
175.500;3831.356
175.620;3808.080
175.740;3786.952
175.860;3774.695
175.980;3750.858
176.100;3718.620
176.220;3686.127
176.340;3653.754
176.460;3622.672
176.580;3592.514
176.700;3563.087
176.820;3534.733
176.940;3507.430
177.060;3487.142
177.180;3470.488
177.300;3453.841
177.420;3437.120
177.540;4126.407
177.660;4104.716
177.780;3825.196
177.900;3800.461
178.020;3775.261
178.140;3750.279
178.260;3726.326
178.380;3705.697
178.500;3685.896
178.620;3666.944
178.740;3648.806
178.860;3631.557
178.980;3615.193
179.100;3599.598
179.220;3584.770
179.340;3570.685
179.460;3557.410
179.580;3544.946
179.700;3532.988
179.820;3521.358
179.940;3510.084
180.060;3280.186
180.180;3248.269
180.300;3222.369
180.420;3199.680
180.540;1863.253
180.660;1843.722
180.780;1828.462
180.900;1814.638
181.020;1801.502
181.140;1789.245
181.260;1778.194
181.380;1767.737
181.500;1758.030
181.620;1743.009
181.740;1715.642
181.860;1687.738
181.980;1660.603
182.100;1634.066
182.220;2907.203
182.340;2887.475
182.460;2867.625
182.580;2848.029
182.700;2828.313
182.820;2824.132
182.940;2822.360
183.060;2820.449
183.180;2818.635
183.300;1710.414
183.420;1685.259
183.540;1702.395
183.660;1715.955
183.780;1725.148
183.900;1731.332
184.020;1734.672
184.140;1733.576
184.260;1686.024
184.380;1639.496
184.500;1595.019
184.620;1573.285
184.740;1579.100
184.860;1583.624
184.980;1586.052
185.100;1573.165
185.220;1270.720
185.340;1266.728
185.460;1262.880
185.580;1259.186
185.700;1255.828
185.820;1252.681
185.940;1249.766
186.060;1247.357
186.180;1245.206
186.300;1243.427
186.420;1242.357
186.540;1241.712
186.660;1241.909
186.780;1252.666
186.900;1266.427
187.020;1280.181
187.140;1295.071
187.260;1310.544
187.380;1325.918
187.500;1341.436
187.620;1357.082
187.740;1372.721
187.860;1388.410
187.980;1665.587
