Height (mm);Total slice surface (mm²)
192.66;0.000
192.78;0.000
192.90;0.000
193.02;0.000
193.14;0.000
193.26;0.000
193.38;0.000
193.50;0.000
193.62;0.000
193.74;0.000
193.86;0.000
193.98;0.000
194.10;0.000
194.22;0.000
194.34;0.000
194.46;0.000
194.58;0.000
194.70;0.000
194.82;0.000
194.94;0.000
195.06;0.000
195.18;0.000
195.30;0.000
195.42;0.000
195.54;0.000
195.66;0.000
195.78;0.000
195.90;0.000
196.02;0.000
196.14;0.000
196.26;0.000
196.38;0.000
196.50;0.000
196.62;0.000
196.74;0.000
196.86;0.000
196.98;0.000
197.10;0.000
197.22;0.000
197.34;0.000
197.46;0.000
197.58;0.000
197.70;0.000
197.82;0.000
197.94;0.000
198.06;0.000
198.18;0.000
198.30;0.000
198.42;0.000
198.54;0.000
198.66;0.000
198.78;0.000
198.90;0.000
199.02;0.000
199.14;0.000
199.26;0.000
199.38;0.000
199.50;0.000
199.62;0.000
199.74;0.000
199.86;0.000
199.98;0.000
200.10;0.000
200.22;0.000
200.34;0.000
200.46;0.000
200.58;0.000
200.70;0.000
200.82;0.000
200.94;0.000
201.06;0.000
201.18;0.000
201.30;0.000
201.42;0.000
201.54;0.000
201.66;0.000
201.78;0.000
201.90;0.000
202.02;0.000
202.14;0.000
202.26;0.000
202.38;0.000
202.50;0.000
202.62;0.000
202.74;0.000
202.86;0.000
202.98;0.000
203.10;0.000
203.22;0.000
203.34;0.000
203.46;0.000
203.58;0.000
203.70;0.000
203.82;0.000
203.94;0.000
204.06;0.000
204.18;0.000
204.30;0.000
204.42;0.000
204.54;0.000
204.66;0.000
204.78;0.000
204.90;0.000
205.02;0.000
205.14;0.000
205.26;0.000
205.38;0.000
205.50;0.000
205.62;0.000
205.74;0.000
205.86;0.000
205.98;0.000
206.10;0.000
206.22;0.000
206.34;0.000
206.46;0.000
206.58;0.000
206.70;0.000
206.82;0.000
206.94;0.000
207.06;0.000
207.18;0.000
207.30;0.000
207.42;0.000
207.54;0.000
207.66;0.000
207.78;0.000
207.90;0.000
208.02;0.000
208.14;0.000
208.26;0.000
208.38;0.000
208.50;0.000
208.62;0.000
208.74;0.000
208.86;0.000
208.98;0.000
209.10;0.000
209.22;0.000
209.34;0.000
209.46;0.000
209.58;0.000
209.70;0.000
209.82;0.000
209.94;0.000
210.06;0.000
210.18;0.000
210.30;0.000
210.42;0.000
210.54;0.000
210.66;0.000
210.78;0.000
210.90;0.000
211.02;0.000
211.14;0.000
211.26;0.000
211.38;0.000
211.50;0.000
211.62;0.000
211.74;0.000
211.86;0.000
211.98;0.000
212.10;0.000
212.22;0.000
212.34;0.000
212.46;0.000
212.58;0.000
212.70;0.000
212.82;0.000
212.94;0.000
213.06;0.000
213.18;0.000
213.30;0.000
213.42;0.000
213.54;0.000
213.66;0.000
213.78;0.000
213.90;0.000
214.02;0.000
214.14;0.000
214.26;0.000
214.38;0.000
214.50;20.897
214.62;63.184
214.74;106.564
214.86;150.757
214.98;195.638
215.10;241.119
215.22;287.123
215.34;322.453
215.46;327.446
215.58;331.655
215.70;335.387
215.82;697.363
215.94;721.348
216.06;739.531
216.18;754.840
216.30;768.151
216.42;780.179
216.54;791.347
216.66;801.609
216.78;811.397
216.90;820.456
217.02;829.142
217.14;837.447
217.26;859.813
217.38;909.513
217.50;959.970
217.62;1011.008
217.74;1062.603
217.86;1114.457
217.98;1166.666
218.10;1214.330
218.22;1225.475
218.34;1235.764
218.46;1248.339
218.58;1273.043
218.70;1297.987
218.82;1661.264
218.94;1686.716
219.06;1712.323
219.18;1737.996
219.30;1763.804
219.42;1789.790
219.54;1815.812
219.66;1841.874
219.78;1868.094
219.90;1894.384
220.02;1920.767
220.14;1947.177
220.26;1975.550
220.38;2007.361
220.50;2041.443
220.62;2077.009
220.74;2113.871
220.86;2151.862
220.98;2190.813
221.10;2230.571
221.22;2270.989
221.34;2312.070
221.46;2353.720
221.58;2395.916
221.70;2437.114
221.82;2479.907
221.94;2529.260
222.06;2569.107
222.18;2609.522
222.30;2663.139
222.42;2718.748
222.54;2775.405
222.66;2833.984
222.78;2904.011
222.90;2978.866
223.02;3054.857
223.14;3131.580
223.26;3208.962
223.38;3286.589
223.50;3363.829
223.62;3440.848
223.74;3514.953
223.86;3586.625
223.98;3656.792
224.10;3725.602
224.22;3793.694
224.34;3860.907
224.46;3927.380
224.58;3991.256
224.70;4045.384
224.82;4098.980
224.94;4152.074
225.06;4205.252
225.18;4263.984
225.30;4334.342
225.42;4404.924
225.54;4465.064
225.66;4525.020
225.78;4585.380
225.90;4645.698
226.02;4704.347
226.14;4761.990
226.26;4817.533
226.38;4870.395
226.50;4921.424
226.62;4970.953
226.74;5019.242
226.86;5066.371
226.98;5112.018
227.10;5154.165
227.22;5194.114
227.34;5236.332
227.46;5291.182
227.58;5349.055
227.70;5406.302
227.82;5462.604
227.94;5518.394
228.06;5568.076
228.18;5607.817
228.30;5647.558
228.42;5687.594
228.54;5727.620
228.66;5767.370
228.78;5806.895
228.90;5846.250
229.02;5884.618
229.14;5921.464
229.26;5957.394
229.38;5992.292
229.50;6026.485
229.62;6060.130
229.74;6092.751
229.86;6124.212
229.98;6156.123
230.10;6187.963
230.22;6213.593
230.34;6231.700
230.46;6251.147
230.58;6272.542
230.70;6280.745
230.82;6288.923
230.94;6298.008
231.06;6307.978
231.18;6318.838
231.30;6328.832
231.42;6336.463
231.54;6343.429
231.66;6350.113
231.78;6357.204
231.90;6365.327
232.02;6374.932
232.14;6386.778
232.26;6400.630
232.38;6414.865
232.50;6430.154
232.62;6445.922
232.74;6462.280
232.86;6479.296
232.98;6497.814
233.10;6517.278
233.22;6535.834
233.34;6555.479
233.46;6575.639
233.58;6596.988
233.70;6619.785
233.82;6643.190
233.94;6665.638
234.06;6687.220
234.18;6707.760
234.30;6727.079
234.42;6743.951
234.54;6758.581
234.66;6771.174
234.78;6782.234
234.90;6791.744
235.02;6798.553
235.14;6802.113
235.26;6803.191
235.38;6803.531
235.50;6803.149
235.62;6802.294
235.74;6800.882
235.86;6799.542
235.98;6797.913
236.10;6796.024
236.22;6794.346
236.34;6792.512
236.46;6789.996
236.58;6787.380
236.70;6785.772
236.82;6784.495
236.94;6852.590
237.06;6949.165
237.18;7053.170
237.30;7161.937
237.42;7274.080
237.54;7388.883
237.66;7506.913
237.78;7627.734
237.90;7750.892
238.02;7874.229
238.14;7997.716
238.26;8122.207
238.38;8248.035
238.50;8373.672
238.62;8494.200
238.74;8612.097
238.86;8732.548
238.98;8852.778
239.10;8970.951
239.22;9082.927
239.34;9193.104
239.46;9315.147
239.58;9410.192
239.70;9505.861
239.82;15008.868
239.94;15142.626
240.06;15274.990
240.18;15405.385
240.30;15532.478
240.42;15674.581
240.54;15835.975
240.66;15993.442
240.78;16127.086
240.90;16362.946
241.02;16474.436
241.14;16584.661
241.26;16697.764
241.38;16811.009
241.50;16924.685
241.62;17037.657
241.74;17149.150
241.86;17235.748
241.98;17252.574
242.10;17262.199
242.22;17280.518
242.34;17306.701
242.46;17336.855
242.58;17385.586
242.70;17444.443
242.82;17504.859
242.94;17518.800
243.06;17499.346
243.18;17465.435
243.30;17407.650
243.42;17380.344
243.54;17367.039
243.66;17344.636
243.78;17323.543
243.90;17306.775
244.02;17285.476
244.14;17251.075
244.26;17203.367
244.38;17159.996
244.50;17123.800
244.62;17087.132
244.74;16715.038
244.86;13723.532
244.98;13678.178
245.10;13632.562
245.22;13593.299
245.34;13549.314
245.46;13514.561
245.58;13479.294
245.70;13441.260
245.82;13400.199
245.94;13350.641
246.06;13301.816
246.18;13267.792
246.30;13226.786
246.42;13184.390
246.54;13143.443
246.66;13108.405
246.78;13051.611
246.90;13002.903
247.02;12955.486
247.14;12904.405
247.26;12851.813
247.38;12798.741
247.50;12717.874
247.62;12652.684
247.74;12567.648
247.86;12496.821
247.98;12481.927
248.10;12466.547
248.22;12451.833
248.34;12437.825
248.46;12424.124
248.58;12406.794
248.70;12387.769
248.82;12367.808
248.94;12347.037
249.06;12324.963
249.18;12292.527
249.30;12262.433
249.42;12224.215
249.54;12186.933
249.66;12162.193
249.78;12644.692
249.90;12616.993
250.02;12579.589
250.14;12534.788
250.26;12486.637
250.38;12441.927
250.50;12401.380
250.62;12361.008
250.74;12310.681
250.86;12251.466
250.98;12194.936
251.10;12147.372
251.22;12094.096
251.34;12039.373
251.46;11946.283
251.58;11876.845
251.70;11755.015
251.82;11646.138
251.94;11545.606
252.06;11463.127
252.18;11395.376
252.30;11327.503
252.42;11242.035
252.54;11145.255
252.66;11050.969
252.78;10956.152
252.90;10291.979
253.02;10222.599
253.14;10158.015
253.26;10106.888
253.38;10061.750
253.50;9994.091
253.62;9923.345
253.74;9860.353
253.86;9813.261
253.98;9772.984
254.10;9728.369
254.22;9691.471
254.34;9659.153
254.46;9630.821
254.58;9604.769
254.70;9584.947
254.82;9570.695
254.94;9545.952
255.06;9537.378
255.18;9523.939
255.30;9512.844
255.42;9514.110
255.54;9486.773
255.66;9428.541
255.78;9438.326
255.90;9398.241
256.02;9360.317
256.14;9322.321
256.26;9267.122
256.38;9228.864
256.50;9190.842
256.62;9172.778
256.74;9137.145
256.86;9095.504
256.98;9052.063
257.10;9007.308
257.22;8956.484
257.34;8902.681
257.46;8848.858
257.58;8794.707
257.70;8744.213
257.82;8581.473
257.94;8530.014
258.06;8477.769
258.18;8424.581
258.30;8371.509
258.42;8305.779
258.54;8218.799
258.66;8140.570
258.78;8074.360
258.90;8016.343
259.02;7964.432
259.14;7912.934
259.26;7858.016
259.38;7783.594
259.50;7735.738
259.62;7700.858
259.74;7669.850
259.86;7644.741
259.98;7619.146
260.10;7583.688
260.22;7537.764
260.34;7485.298
260.46;7431.373
260.58;7373.521
260.70;7313.454
260.82;6571.852
260.94;6534.616
261.06;6497.510
261.18;6458.064
261.30;6425.746
261.42;6405.655
261.54;6394.854
261.66;6403.745
261.78;6408.937
261.90;6411.908
262.02;6415.271
262.14;6420.099
262.26;6423.261
262.38;6423.016
262.50;6419.424
262.62;6412.812
262.74;6406.861
262.86;6398.883
262.98;6383.518
263.10;6370.675
263.22;6359.563
263.34;6340.913
263.46;6320.113
263.58;6330.910
263.70;6333.389
263.82;6334.330
263.94;6334.650
264.06;6333.178
264.18;6331.041
264.30;6327.410
264.42;6322.209
264.54;6315.737
264.66;6307.799
264.78;6298.445
264.90;6287.682
265.02;6275.483
265.14;6261.695
265.26;6246.051
265.38;6228.408
265.50;6207.107
265.62;6175.240
265.74;6161.892
265.86;6147.852
265.98;6133.048
266.10;6117.436
266.22;6101.213
266.34;6084.116
266.46;6066.312
266.58;6047.744
266.70;6028.466
266.82;6008.264
266.94;5987.127
267.06;5964.919
267.18;5941.238
267.30;5915.525
267.42;5881.999
267.54;5839.475
267.66;5792.873
267.78;5767.051
267.90;5742.058
268.02;5718.576
268.14;5695.859
268.26;5674.428
268.38;5654.511
268.50;5635.546
268.62;5617.405
268.74;5599.857
268.86;5580.495
268.98;5561.504
269.10;5542.555
269.22;5523.401
269.34;5504.453
269.46;5485.678
269.58;5466.932
269.70;5447.978
269.82;5425.748
269.94;5403.772
270.06;5382.493
270.18;5362.145
270.30;5342.623
270.42;5324.296
270.54;5307.250
270.66;5291.763
270.78;5278.618
270.90;5270.303
271.02;5270.860
271.14;5272.515
271.26;5275.368
271.38;5280.662
271.50;5291.066
271.62;5322.044
271.74;5316.766
271.86;5306.128
271.98;5291.797
272.10;5275.394
272.22;5256.695
272.34;5234.329
272.46;5210.558
272.58;5186.777
272.70;5162.936
272.82;5139.054
272.94;5115.290
273.06;5091.437
273.18;5067.750
273.30;5041.639
273.42;5013.457
273.54;4985.017
273.66;4956.760
273.78;4928.278
273.90;4899.944
274.02;4871.451
274.14;4842.966
274.26;4814.383
274.38;4785.602
274.50;4756.989
274.62;4728.235
274.74;4699.325
274.86;4670.225
274.98;4641.316
275.10;4612.991
275.22;4585.621
275.34;4560.093
275.46;4538.597
275.58;4533.730
275.70;4504.464
275.82;4456.992
275.94;4407.348
276.06;4356.210
276.18;4304.953
276.30;4253.640
276.42;4202.409
276.54;4151.322
276.66;4100.308
276.78;4049.323
276.90;3998.321
277.02;3947.273
277.14;3896.100
277.26;3844.965
277.38;3794.008
277.50;3232.872
277.62;3185.717
277.74;3137.789
277.86;3090.506
277.98;3044.567
278.10;3003.205
278.22;2964.500
278.34;2926.633
278.46;2889.607
278.58;2853.672
278.70;2818.676
278.82;2784.537
278.94;2751.319
279.06;2719.007
279.18;2687.865
279.30;2657.621
279.42;2625.951
279.54;2594.949
279.66;2564.377
279.78;2539.281
279.90;2516.184
280.02;2493.394
280.14;2468.968
280.26;2436.482
280.38;2401.221
280.50;2357.569
280.62;2307.466
280.74;2257.503
280.86;2207.799
280.98;2158.418
281.10;2109.383
281.22;2060.674
281.34;2012.450
281.46;1965.234
281.58;1918.490
281.70;1871.776
281.82;1823.465
281.94;1769.334
282.06;1716.277
282.18;1662.911
282.30;1609.320
282.42;1558.483
282.54;1512.652
282.66;1445.374
282.78;1380.267
282.90;1321.028
283.02;1262.632
283.14;1205.419
283.26;1149.491
283.38;1095.167
283.50;1058.346
283.62;1034.470
283.74;1014.817
283.86;994.971
283.98;974.779
284.10;954.426
284.22;933.499
284.34;912.125
284.46;890.105
284.58;866.759
284.70;843.861
284.82;822.827
284.94;222.117
285.06;217.475
285.18;212.264
285.30;206.104
285.42;181.715
285.54;151.453
285.66;121.848
285.78;92.984
285.90;64.964
286.02;37.944
286.14;12.257
286.26;0.000
286.38;0.000
286.50;0.000
286.62;0.000
286.74;0.000
286.86;0.000
286.98;0.000
287.10;0.000
287.22;0.000
287.34;0.000
287.46;0.000
287.58;0.000
287.70;0.000
287.82;0.000
287.94;0.000
288.06;0.000
288.18;0.000
288.30;0.000
288.42;0.000
288.54;0.000
288.66;0.000
288.78;0.000
288.90;0.000
289.02;0.000
289.14;0.000
289.26;0.000
289.38;0.000
289.50;0.000
289.62;0.000
289.74;0.000
289.86;0.000
289.98;0.000
290.10;0.000
290.22;0.000
290.34;0.000
290.46;0.000
290.58;0.000
290.70;0.000
290.82;0.000
290.94;0.000
291.06;0.000
291.18;0.000
291.30;0.000
291.42;0.000
291.54;0.000
291.66;0.000
291.78;0.000
291.90;0.000
292.02;0.000
292.14;0.000
292.26;0.000
292.38;0.000
292.50;0.000
292.62;0.000
292.74;0.000
292.86;0.000
292.98;0.000
293.10;0.000
293.22;0.000
293.34;0.000
293.46;0.000
293.58;0.000
293.70;0.000
293.82;0.000
293.94;0.000
294.06;0.000
294.18;0.000
294.30;0.000
294.42;0.000
294.54;0.000
294.66;0.000
294.78;0.000
294.90;0.000
295.02;0.000
295.14;0.000
295.26;0.000
295.38;0.000
295.50;0.000
295.62;0.000
295.74;0.000
295.86;0.000
295.98;0.000
296.10;0.000
296.22;0.000
296.34;0.000
296.46;0.000
296.58;0.000
296.70;0.000
296.82;0.000
296.94;0.000
297.06;0.000
297.18;0.000
297.30;0.000
297.42;0.000
297.54;0.000
297.66;0.000
297.78;0.000
297.90;0.000
298.02;0.000
298.14;0.000
298.26;0.000
298.38;0.000
298.50;0.000
298.62;0.000
298.74;0.000
298.86;0.000
298.98;0.000
299.10;0.000
299.22;0.000
299.34;0.000
299.46;0.000
299.58;0.000
299.70;0.000
299.82;0.000
299.94;0.000
300.06;0.000
300.18;0.000
300.30;0.000
300.42;0.000
300.54;0.000
300.66;0.000
300.78;0.000
300.90;0.000
301.02;0.000
301.14;0.000
301.26;0.000
301.38;0.000
301.50;0.000
301.62;0.000
301.74;0.000
301.86;0.000
301.98;0.000
302.10;0.000
302.22;0.000
302.34;0.000
302.46;0.000
302.58;0.000
302.70;0.000
302.82;0.000
302.94;0.000
303.06;0.000
303.18;0.000
303.30;0.000
303.42;0.000
303.54;0.000
303.66;0.000
303.78;0.000
303.90;0.000
304.02;0.000
304.14;0.000
304.26;0.000
304.38;0.000
304.50;0.000
304.62;0.000
304.74;0.000
304.86;0.000
304.98;0.000
305.10;0.000
305.22;0.000
305.34;0.000
305.46;0.000
305.58;0.000
305.70;0.000
305.82;0.000
305.94;0.000
306.06;0.000
306.18;0.000
306.30;0.000
306.42;0.000
306.54;0.000
306.66;0.000
306.78;0.000
306.90;0.000
307.02;0.000
307.14;0.000
307.26;0.000
307.38;0.000
307.50;0.000
307.62;0.000
307.74;0.000
307.86;0.000
307.98;0.000
308.10;0.000
308.22;0.000
308.34;0.000
308.46;0.000
308.58;0.000
308.70;0.000
308.82;0.000
308.94;0.000
309.06;0.000
309.18;0.000
309.30;0.000
309.42;0.000
309.54;0.000
309.66;0.000
309.78;0.000
309.90;0.000
310.02;0.000
310.14;0.000
310.26;0.000
310.38;0.000
310.50;0.000
310.62;0.000
310.74;0.000
310.86;0.000
310.98;0.000
311.10;0.000
311.22;0.000
311.34;0.000
311.46;0.000
311.58;0.000
311.70;0.000
311.82;0.000
311.94;0.000
312.06;0.000
312.18;0.000
312.30;0.000
312.42;0.000
312.54;0.000
312.66;0.000
312.78;0.000
312.90;0.000
313.02;0.000
313.14;0.000
313.26;0.000
313.38;0.000
313.50;0.000
313.62;0.000
313.74;0.000
313.86;0.000
313.98;0.000
314.10;0.000
314.22;0.000
314.34;12.359
314.46;31.380
314.58;50.890
314.70;88.626
314.82;191.230
314.94;296.554
315.06;403.830
315.18;464.861
315.30;491.686
315.42;517.712
315.54;1020.864
315.66;1065.199
315.78;1104.240
315.90;1140.756
316.02;1175.458
316.14;1257.890
316.26;1374.322
316.38;1490.936
316.50;1591.300
316.62;1612.603
316.74;1629.218
316.86;1644.429
316.98;1658.441
317.10;1671.757
317.22;1684.253
317.34;1696.103
317.46;1707.533
317.58;1718.343
317.70;1728.727
317.82;1738.784
317.94;1748.422
318.06;1757.643
318.18;1767.065
318.30;1777.021
318.42;1787.001
318.54;1966.710
318.66;1978.519
318.78;1990.928
318.90;2003.702
319.02;2016.858
319.14;2031.363
319.26;2048.194
319.38;2066.368
319.50;2085.678
319.62;2105.930
319.74;2126.973
319.86;2148.645
319.98;2170.989
320.10;2193.956
320.22;2217.659
320.34;2242.378
320.46;2267.910
320.58;2294.326
320.70;2322.184
320.82;2351.048
320.94;2380.668
321.06;2411.230
321.18;2443.101
321.30;2476.985
321.42;2512.199
321.54;2548.387
321.66;2585.510
321.78;2623.445
321.90;2662.902
322.02;2708.107
322.14;2760.196
322.26;2826.764
322.38;2893.467
322.50;2960.361
322.62;3043.263
322.74;3132.815
322.86;3221.926
322.98;3567.983
323.10;3658.897
323.22;3753.656
323.34;3849.645
323.46;3945.624
323.58;4025.611
323.70;4105.281
323.82;4194.950
323.94;4282.052
324.06;4345.649
324.18;4405.332
324.30;4462.556
324.42;4517.815
324.54;4570.940
324.66;4621.909
324.78;4665.991
324.90;4699.064
325.02;4740.958
325.14;4784.035
325.26;4824.563
325.38;4863.556
325.50;4901.130
325.62;4936.322
325.74;4969.708
325.86;5003.178
325.98;5037.483
326.10;5071.238
326.22;5104.423
326.34;5137.015
326.46;5169.118
326.58;5200.641
326.70;5231.741
326.82;5262.222
326.94;5292.355
327.06;5321.780
327.18;5350.781
327.30;5379.181
327.42;5409.212
327.54;5442.363
327.66;5475.689
327.78;5509.044
327.90;5542.354
328.02;5570.958
328.14;5587.153
328.26;5601.762
328.38;5614.072
328.50;5622.071
328.62;5625.987
328.74;5624.779
328.86;5600.019
328.98;5581.479
329.10;5563.141
329.22;5546.391
329.34;5529.487
329.46;5515.534
329.58;5503.848
329.70;5493.849
329.82;5484.748
329.94;5470.879
330.06;5450.655
330.18;5430.622
330.30;5411.735
330.42;5393.844
330.54;5376.711
330.66;5360.774
330.78;5345.898
330.90;5331.886
331.02;5318.616
331.14;5306.135
331.26;5294.386
331.38;5284.144
331.50;5275.953
331.62;5269.602
331.74;5266.284
331.86;5267.829
331.98;5271.354
332.10;5277.861
332.22;5288.285
332.34;5301.083
332.46;5317.549
332.58;5338.083
332.70;5362.766
332.82;5402.401
332.94;5442.993
333.06;5483.412
333.18;5523.451
333.30;5563.369
333.42;5602.412
333.54;5640.692
333.66;5678.836
333.78;5717.016
333.90;5755.316
334.02;5794.994
334.14;5836.292
334.26;5878.839
334.38;5921.902
334.50;5965.059
334.62;6008.190
334.74;6049.224
334.86;6097.842
334.98;6139.662
335.10;6192.469
335.22;6248.063
335.34;6303.100
335.46;6353.847
335.58;6401.435
335.70;6445.989
335.82;6487.921
335.94;6526.299
336.06;6562.436
336.18;6596.927
336.30;6629.869
336.42;6661.193
336.54;6690.565
336.66;6721.427
336.78;6754.238
336.90;6786.475
337.02;6838.701
337.14;6893.474
337.26;6957.130
337.38;7041.628
337.50;7114.501
337.62;7188.630
337.74;7250.273
337.86;7304.271
337.98;7352.546
338.10;7402.032
338.22;7453.645
338.34;7505.100
338.46;7563.446
338.58;7614.320
338.70;7655.580
338.82;7697.063
338.94;7752.138
339.06;7808.434
339.18;7892.619
339.30;7971.899
339.42;8057.742
339.54;8160.184
339.66;8260.808
339.78;8344.035
339.90;8422.908
340.02;8497.857
340.14;8561.928
340.26;8617.445
340.38;8673.357
340.50;8732.386
340.62;8785.861
340.74;8824.929
340.86;8853.851
340.98;8889.865
341.10;8942.876
341.22;8995.170
341.34;9045.460
341.46;9095.969
341.58;9147.698
341.70;9204.027
341.82;9264.430
341.94;9305.613
342.06;9336.248
342.18;9365.499
342.30;9395.746
342.42;9427.315
342.54;9461.890
342.66;9497.978
342.78;9535.363
342.90;9574.311
343.02;9609.439
343.14;9674.138
343.26;9746.772
343.38;9827.300
343.50;9900.470
343.62;9970.958
343.74;10048.675
343.86;10086.232
343.98;10156.553
344.10;10221.851
344.22;10293.341
344.34;10357.908
344.46;10253.389
344.58;10319.405
344.70;10368.512
344.82;10434.153
344.94;10497.480
345.06;10551.464
345.18;10605.731
345.30;10668.589
345.42;10724.214
345.54;10779.172
345.66;10832.010
345.78;10897.204
345.90;10956.608
346.02;11007.746
346.14;11064.972
346.26;11127.897
346.38;11202.133
346.50;11277.869
346.62;11367.975
346.74;11477.965
346.86;11572.199
346.98;11658.512
347.10;11737.267
347.22;11811.348
347.34;11891.511
347.46;11958.330
347.58;12033.907
347.70;12107.633
347.82;12181.429
347.94;12253.438
348.06;12331.039
348.18;12425.603
348.30;12502.957
348.42;12577.834
348.54;12647.220
348.66;12701.052
348.78;12773.109
348.90;12821.395
349.02;12882.691
349.14;12923.474
349.26;12963.374
349.38;13002.087
349.50;13310.007
349.62;13386.969
349.74;13457.389
349.86;13523.496
349.98;13583.403
350.10;13638.014
350.22;13677.731
350.34;13708.990
350.46;13737.481
350.58;13765.316
350.70;13537.823
350.82;13560.658
350.94;13580.969
351.06;13599.480
351.18;13608.942
351.30;13636.904
351.42;13638.491
351.54;13652.510
351.66;13689.893
351.78;13727.609
351.90;13769.520
352.02;13817.377
352.14;13864.101
352.26;13909.740
352.38;13956.605
352.50;13998.939
352.62;14116.502
352.74;14254.790
352.86;14390.400
352.98;14535.604
353.10;14660.054
353.22;14759.808
353.34;14837.236
353.46;14907.255
353.58;14973.870
353.70;15041.934
353.82;15118.571
353.94;15202.201
354.06;15292.485
354.18;15383.504
354.30;15464.286
354.42;15523.774
354.54;15545.189
354.66;15553.297
354.78;15572.584
354.90;15599.243
355.02;15639.644
355.14;15693.542
355.26;15747.783
355.38;15784.887
355.50;15848.459
355.62;15886.909
355.74;16095.087
355.86;16123.893
355.98;16141.463
356.10;16158.847
356.22;16154.645
356.34;16146.081
356.46;16129.912
356.58;16124.043
356.70;16115.780
356.82;16102.193
356.94;16077.768
357.06;16052.062
357.18;16037.472
357.30;16008.123
357.42;15979.297
357.54;15917.215
357.66;15802.956
357.78;15689.868
357.90;15579.024
358.02;15461.530
358.14;15336.095
358.26;15204.314
358.38;15065.419
358.50;14908.863
358.62;14683.679
358.74;14441.260
358.86;14192.706
358.98;13933.660
359.10;13649.090
359.22;13368.242
359.34;13119.873
359.46;12894.435
359.58;12704.326
359.70;12508.728
359.82;12315.543
359.94;12127.243
360.06;11943.280
360.18;11788.566
360.30;11622.795
360.42;11431.737
360.54;11217.275
360.66;11001.125
360.78;10783.856
360.90;10566.214
361.02;10349.504
361.14;10159.158
361.26;9972.057
361.38;9794.722
361.50;9608.202
361.62;9404.509
361.74;9202.826
361.86;9003.470
361.98;8806.310
362.10;8611.129
362.22;8418.525
362.34;8228.760
362.46;8042.174
362.58;7860.429
362.70;7690.870
362.82;7523.592
362.94;7357.924
363.06;7190.833
363.18;7027.735
363.30;6886.582
363.42;6749.274
363.54;6634.966
363.66;6565.487
363.78;6495.609
363.90;6425.749
364.02;6356.041
364.14;6286.412
364.26;6217.074
364.38;6147.914
364.50;6078.880
364.62;6009.917
364.74;5940.867
364.86;5870.520
364.98;5797.029
365.10;5724.125
365.22;5650.900
365.34;5573.997
365.46;5508.085
365.58;5443.666
365.70;5380.946
365.82;5320.183
365.94;5261.277
366.06;5204.283
366.18;5149.546
366.30;5097.646
366.42;5057.397
366.54;5036.275
366.66;5018.668
366.78;5002.057
366.90;4985.264
367.02;4968.087
367.14;4950.120
367.26;4929.641
367.38;4907.424
367.50;4895.943
367.62;4885.220
367.74;4875.615
367.86;4866.876
367.98;4859.067
368.10;4852.309
368.22;4846.389
368.34;4841.358
368.46;4837.047
368.58;4833.506
368.70;4830.758
368.82;4828.774
368.94;4827.493
369.06;4826.825
369.18;4826.851
369.30;4827.499
369.42;4828.931
369.54;4830.725
369.66;4832.661
369.78;4834.513
369.90;4836.425
370.02;4838.622
370.14;4840.688
370.26;4838.840
370.38;4834.123
370.50;4828.563
370.62;4822.502
370.74;4818.449
370.86;4813.898
370.98;4808.903
371.10;4804.044
371.22;4800.803
371.34;4806.025
371.46;4791.676
371.58;4776.488
371.70;4760.424
371.82;4743.302
371.94;4724.438
372.06;4704.155
372.18;4675.565
372.30;4643.643
372.42;4613.849
372.54;4584.201
372.66;4553.925
372.78;4522.809
372.90;4491.036
373.02;4458.313
373.14;4424.465
373.26;4388.537
373.38;4352.064
373.50;4315.140
373.62;4277.930
373.74;4240.264
373.86;4202.135
373.98;4163.374
374.10;4123.900
374.22;4083.417
374.34;4042.074
374.46;4000.602
374.58;3959.044
374.70;3917.376
374.82;3875.672
374.94;3833.994
375.06;3792.373
375.18;3752.388
375.30;3720.703
375.42;3676.709
375.54;3623.472
375.66;3569.473
375.78;3515.092
375.90;3460.755
376.02;3406.426
376.14;3352.095
376.26;3297.817
376.38;3242.258
376.50;3190.247
376.62;3143.879
376.74;3099.244
376.86;3054.014
376.98;3004.899
377.10;2948.014
377.22;2636.040
377.34;2581.481
377.46;2527.055
377.58;2473.545
377.70;2421.155
377.82;2370.376
377.94;2321.145
378.06;2273.553
378.18;2227.497
378.30;2188.970
378.42;2152.949
378.54;2118.662
378.66;2086.019
378.78;2054.549
378.90;2024.487
379.02;1996.020
379.14;1976.108
379.26;1960.038
379.38;1944.388
379.50;1929.354
379.62;1915.349
379.74;1901.769
379.86;1888.765
379.98;1873.495
380.10;1856.831
380.22;1843.347
380.34;1829.862
380.46;1816.296
380.58;1802.717
380.70;1789.135
380.82;1775.594
380.94;1748.396
381.06;1712.069
381.18;1663.077
381.30;1613.419
381.42;1563.951
381.54;1514.864
381.66;1297.653
381.78;1249.861
381.90;1203.948
382.02;1165.250
382.14;1138.728
382.26;1127.300
382.38;1118.014
382.50;1108.470
382.62;1098.549
382.74;1088.080
382.86;1077.249
382.98;1065.845
383.10;1053.703
383.22;1040.925
383.34;1027.036
383.46;1011.794
383.58;992.746
383.70;927.596
383.82;863.874
383.94;801.780
384.06;760.971
384.18;747.634
384.30;732.298
384.42;714.245
384.54;690.667
384.66;208.036
384.78;202.223
384.90;195.209
385.02;167.003
385.14;112.394
385.26;59.881
385.38;10.350
