Height (mm);Total slice surface (mmý)
82.620;3266.523
82.740;3257.653
82.860;3248.978
82.980;3240.113
83.100;3231.175
83.220;3225.865
83.340;3221.232
83.460;3216.447
83.580;2104.703
83.700;2066.574
83.820;2071.054
83.940;2072.291
84.060;2069.721
84.180;2064.701
84.300;2057.850
84.420;2049.988
84.540;2041.003
84.660;2031.127
84.780;2020.614
84.900;2010.525
85.020;1999.092
85.140;1985.764
85.260;1969.506
85.380;1935.825
85.500;1323.180
85.620;1307.520
85.740;1292.339
85.860;1277.711
85.980;1263.918
86.100;1252.681
86.220;1249.766
86.340;1247.357
86.460;1245.206
86.580;1243.427
86.700;1242.357
86.820;1241.712
86.940;1241.909
87.060;1252.666
87.180;1266.427
87.300;1280.181
87.420;1295.071
87.540;1310.544
87.660;1325.918
87.780;1341.436
87.900;1357.082
88.020;1372.721
88.140;1388.410
88.260;1665.587
88.380;1745.368
88.500;1797.653
88.620;1842.076
88.740;1881.957
88.860;1919.011
88.980;1954.061
89.100;2371.283
89.220;2572.818
89.340;2734.077
89.460;2870.210
89.580;2992.752
89.700;3105.483
89.820;3208.867
89.940;3306.418
90.060;3396.269
90.180;3490.369
90.300;3574.069
90.420;3655.379
90.540;3732.901
90.660;3806.509
90.780;3850.039
90.900;3922.550
91.020;3994.721
91.140;4063.954
91.260;4131.455
91.380;4196.667
91.500;4259.646
91.620;4319.574
91.740;4368.396
91.860;4459.174
91.980;4555.483
92.100;4653.487
92.220;4746.530
92.340;4848.311
92.460;4952.521
92.580;5060.020
92.700;5165.832
92.820;5272.488
92.940;5384.666
93.060;5490.667
93.180;5600.851
93.300;5486.813
93.420;5434.228
93.540;5433.688
93.660;5454.776
93.780;5492.722
93.900;5539.455
94.020;5586.081
94.140;5634.508
94.260;7454.710
94.380;7510.194
94.500;7567.944
94.620;7621.472
94.740;7923.178
94.860;7982.816
94.980;8050.920
95.100;8135.720
95.220;8242.372
95.340;8322.275
95.460;8383.642
95.580;8441.568
95.700;8502.072
95.820;8576.333
95.940;8631.339
96.060;8670.442
96.180;8708.475
96.300;8745.848
96.420;8771.942
96.540;8803.371
96.660;8836.485
96.780;8998.335
96.900;9162.737
97.020;9280.941
97.140;9371.143
97.260;8408.736
97.380;8320.577
97.500;8291.198
97.620;8275.979
97.740;8267.945
97.860;8259.592
97.980;8247.848
98.100;8238.222
98.220;6833.449
98.340;6774.324
98.460;6742.336
98.580;6719.376
98.700;6702.701
98.820;6691.168
98.940;6686.491
99.060;6686.458
99.180;6698.060
99.300;6709.049
99.420;6723.577
99.540;6739.198
99.660;6755.832
99.780;6774.110
99.900;6797.134
100.020;6809.901
100.140;6828.225
100.260;6852.092
100.380;6876.742
100.500;6901.797
100.620;6929.006
100.740;6957.501
100.860;6923.312
100.980;6890.396
101.100;6859.279
101.220;6827.589
101.340;6796.438
101.460;6759.754
101.580;6730.204
101.700;6695.240
101.820;6666.689
101.940;6643.997
102.060;6621.006
102.180;6599.202
102.300;6580.590
102.420;6561.444
102.540;6548.498
102.660;6532.349
102.780;6518.790
102.900;6508.279
103.020;6501.154
103.140;6501.459
103.260;7927.024
103.380;7905.749
103.500;7885.193
103.620;7868.342
103.740;7853.618
103.860;7842.244
103.980;7839.372
104.100;7851.619
104.220;7923.230
104.340;7930.880
104.460;7835.257
104.580;7706.534
104.700;7526.935
104.820;7342.505
104.940;7289.002
105.060;7234.551
105.180;7177.696
105.300;7119.010
105.420;7061.478
105.540;7012.279
105.660;6953.984
105.780;6882.433
105.900;6836.988
106.020;6811.506
106.140;6773.408
106.260;6716.637
106.380;6639.970
106.500;6582.037
106.620;6531.784
106.740;6488.898
106.860;6444.464
106.980;6404.067
107.100;6364.231
107.220;6326.101
107.340;5219.955
107.460;5192.767
107.580;5177.720
107.700;5164.749
107.820;5160.200
107.940;5166.183
108.060;5196.727
108.180;5281.057
108.300;5419.122
108.420;5334.353
108.540;5246.953
108.660;5153.130
108.780;5057.066
108.900;4955.674
109.020;4851.757
109.140;4758.435
109.260;4661.412
109.380;4575.385
109.500;4483.871
109.620;4396.307
109.740;4318.009
109.860;4273.107
109.980;4218.624
110.100;4157.433
110.220;4094.630
110.340;4028.914
110.460;3961.912
110.580;3894.960
110.700;3823.819
110.820;3779.768
110.940;3706.895
111.060;3630.480
111.180;3551.421
111.300;3469.462
111.420;3385.071
111.540;3295.475
111.660;3198.046
111.780;3094.766
111.900;2982.123
112.020;2859.674
112.140;2723.632
112.260;2562.461
112.380;2361.033
112.500;1943.916
112.620;1908.959
112.740;1871.988
112.860;1832.176
112.980;1787.833
113.100;1735.632
113.220;1655.945
113.340;1378.863
113.460;1363.253
113.580;1347.688
113.700;1332.114
113.820;1316.681
113.940;1301.395
114.060;1285.820
114.180;1272.083
114.300;1258.374
114.420;1244.662
114.540;1245.553
114.660;1260.940
114.780;1277.099
114.900;1293.642
115.020;1310.885
115.140;1328.493
115.260;1346.384
115.380;1364.774
115.500;1397.025
115.620;1432.772
115.740;1469.266
115.860;1485.461
115.980;1493.706
116.100;1680.989
116.220;1699.205
116.340;1725.861
116.460;1755.129
116.580;1783.818
116.700;1811.938
116.820;1845.964
116.940;1885.525
117.060;1924.506
117.180;1962.695
117.300;2010.934
117.420;2075.763
117.540;3146.059
117.660;3164.021
117.780;3168.995
117.900;3205.697
118.020;3226.327
118.140;3246.402
118.260;3266.575
118.380;3286.613
118.500;2180.809
118.620;2200.957
118.740;2221.303
118.860;2242.581
118.980;2264.120
119.100;2285.007
119.220;2294.429
119.340;2301.525
119.460;2308.764
119.580;2315.912
119.700;2323.525
119.820;2331.076
119.940;2339.145
120.060;2347.390
120.180;2356.198
120.300;2365.486
120.420;2386.387
120.540;2412.355
120.660;2440.170
120.780;3778.990
120.900;3811.744
121.020;3848.284
121.140;3891.719
121.260;4139.007
121.380;4160.707
121.500;4183.446
121.620;4215.945
121.740;4266.246
121.860;4318.440
121.980;4372.164
122.100;4427.170
122.220;4483.406
122.340;4540.837
122.460;4600.480
122.580;4667.183
122.700;4734.940
122.820;4803.706
122.940;4873.453
123.060;4949.583
123.180;5028.337
123.300;5107.632
123.420;5187.773
123.540;5268.964
123.660;5351.031
123.780;4712.964
123.900;4777.701
124.020;4844.446
124.140;4915.048
124.260;4974.070
124.380;5031.212
124.500;5090.367
124.620;5148.864
124.740;5206.953
124.860;5265.751
124.980;5324.509
125.100;5383.191
125.220;5441.435
125.340;5503.327
125.460;5564.735
125.580;5625.903
125.700;5686.901
125.820;5775.666
125.940;5836.424
126.060;5897.066
126.180;5957.988
126.300;6018.185
126.420;6077.491
126.540;6135.533
126.660;6192.284
126.780;6249.044
126.900;6305.211
127.020;6359.750
127.140;6411.156
127.260;6455.593
127.380;6499.139
127.500;6542.076
127.620;6584.656
127.740;6626.676
127.860;6668.079
127.980;6709.058
128.100;6749.627
128.220;6789.823
128.340;6829.510
128.460;6863.912
128.580;6897.967
128.700;6903.836
128.820;6922.418
128.940;6950.568
129.060;7001.387
129.180;7054.648
129.300;7109.337
129.420;7165.074
129.540;7220.628
129.660;7275.986
129.780;7331.347
129.900;7386.721
130.020;7441.835
130.140;7507.614
130.260;7574.555
130.380;7640.443
130.500;7702.361
130.620;7759.881
130.740;7816.880
130.860;7875.124
130.980;7933.969
131.100;7993.745
131.220;8054.051
131.340;8114.594
131.460;8174.530
131.580;8251.519
131.700;8341.027
131.820;8431.116
131.940;8521.180
132.060;8610.225
132.180;8695.723
132.300;8767.974
132.420;8864.644
132.540;8960.344
132.660;9056.542
132.780;9152.070
132.900;9247.179
133.020;9342.534
133.140;9437.769
133.260;9505.290
133.380;9601.564
133.500;9699.251
133.620;9790.037
133.740;9047.369
133.860;9111.592
133.980;9176.235
134.100;9241.128
134.220;9305.829
134.340;9369.961
134.460;9431.146
134.580;9489.463
134.700;9547.150
134.820;9605.262
134.940;9663.314
135.060;9721.091
135.180;9777.991
135.300;9834.155
135.420;9887.208
135.540;9940.909
135.660;9995.156
135.780;10050.226
135.900;10105.748
136.020;10161.785
136.140;10218.513
136.260;10281.135
136.380;10333.938
136.500;10366.772
136.620;10399.220
136.740;10432.733
136.860;10467.527
136.980;10503.909
137.100;10541.375
137.220;10580.896
137.340;10622.146
137.460;10664.049
137.580;10706.484
137.700;10749.720
137.820;10795.526
137.940;10842.866
138.060;10891.531
138.180;10941.387
138.300;11019.980
138.420;11075.603
138.540;11130.874
138.660;11182.655
138.780;11231.498
138.900;11279.951
139.020;11317.487
139.140;11339.673
139.260;11354.132
139.380;11371.474
139.500;11387.988
139.620;11402.949
139.740;11435.530
139.860;11468.861
139.980;11524.637
140.100;11583.917
140.220;11641.861
140.340;11696.686
140.460;11750.414
140.580;11806.364
140.700;11862.525
140.820;11910.374
140.940;11946.341
141.060;11986.548
141.180;12027.495
141.300;12062.540
141.420;12087.706
141.540;12108.950
141.660;12124.966
141.780;12129.232
141.900;12115.971
142.020;12139.196
142.140;12163.528
142.260;12194.550
142.380;12230.221
142.500;12265.674
142.620;12299.667
142.740;12322.387
142.860;12339.026
142.980;12359.825
143.100;12389.356
143.220;12390.895
143.340;12425.304
143.460;12460.490
143.580;12498.218
143.700;12545.089
143.820;12590.345
143.940;12633.199
144.060;12676.078
144.180;12719.392
144.300;12763.110
144.420;12805.166
144.540;12850.220
144.660;12893.673
144.780;12937.287
144.900;12981.594
145.020;12853.746
145.140;12895.194
145.260;12939.624
145.380;12987.119
145.500;13033.209
145.620;13083.085
145.740;13044.106
145.860;13087.264
145.980;13130.998
146.100;13174.923
146.220;13219.277
146.340;13264.996
146.460;13310.774
146.580;13346.534
146.700;13378.656
146.820;13406.989
146.940;13439.261
147.060;13469.883
147.180;13492.394
147.300;13509.383
147.420;13526.927
147.540;13543.857
147.660;13559.842
147.780;13559.314
147.900;13567.094
148.020;13571.049
148.140;13571.261
148.260;13569.255
148.380;13566.360
148.500;13559.654
148.620;13551.758
148.740;13542.263
148.860;13531.829
148.980;13520.063
149.100;13503.940
149.220;13485.325
149.340;13468.200
149.460;13444.669
149.580;13413.757
149.700;13376.102
149.820;13320.956
149.940;13263.594
150.060;13466.740
150.180;13420.068
150.300;13381.070
150.420;13344.791
150.540;13312.188
150.660;13280.393
150.780;13245.223
150.900;13209.771
151.020;13172.674
151.140;13135.684
151.260;13091.186
151.380;13041.931
151.500;12989.860
151.620;12935.335
151.740;12860.006
151.860;12798.092
151.980;12710.114
152.100;12633.346
152.220;12559.691
152.340;12490.008
152.460;12425.769
152.580;12368.749
152.700;12298.830
152.820;12230.871
152.940;12155.051
153.060;12073.345
153.180;11981.737
153.300;11900.721
153.420;11818.408
153.540;11699.308
153.660;11596.471
153.780;11496.565
153.900;11392.904
154.020;11296.852
154.140;11200.276
154.260;11114.118
154.380;11044.334
154.500;10980.931
154.620;10922.300
154.740;10866.976
154.860;10804.834
154.980;10743.305
155.100;10684.589
155.220;10617.658
155.340;10553.776
155.460;10573.039
155.580;10512.540
155.700;10466.071
155.820;10410.326
155.940;10340.685
156.060;10302.110
156.180;10237.102
156.300;10170.901
156.420;10097.537
156.540;10017.536
156.660;9951.105
156.780;9888.188
156.900;9835.653
157.020;9772.709
157.140;9710.847
157.260;9651.302
157.380;9600.522
157.500;9549.454
157.620;9497.552
157.740;9446.774
157.860;9399.183
157.980;9377.101
158.100;9318.883
158.220;9257.214
158.340;9195.800
158.460;9132.973
158.580;9058.979
158.700;8983.339
158.820;8908.313
158.940;8834.738
159.060;8763.266
159.180;8694.640
159.300;8621.458
159.420;8540.972
159.540;8456.924
159.660;8359.637
159.780;8276.673
159.900;8204.828
160.020;8133.824
160.140;8057.995
160.260;7981.765
160.380;7905.048
160.500;7826.320
160.620;7748.674
160.740;7677.133
160.860;7611.064
160.980;7554.355
161.100;7502.397
161.220;7451.795
161.340;7402.547
161.460;7354.033
161.580;7304.963
161.700;7257.314
161.820;7212.020
161.940;7177.853
162.060;7143.181
162.180;7112.308
162.300;7085.135
162.420;7060.256
162.540;7037.334
162.660;7016.342
162.780;6996.285
162.900;6978.122
163.020;6932.476
163.140;6914.783
163.260;6896.676
163.380;6877.505
163.500;6856.377
163.620;6829.898
163.740;6802.841
163.860;6794.801
163.980;6784.370
164.100;6773.065
164.220;6761.190
164.340;6747.990
164.460;6733.715
164.580;6718.363
164.700;6701.859
164.820;6682.084
164.940;6655.572
165.060;6628.509
165.180;6600.894
165.300;6572.277
165.420;6542.416
165.540;6510.981
165.660;6477.659
165.780;6441.149
165.900;6398.123
166.020;6363.995
166.140;6335.632
166.260;6307.229
166.380;6278.776
166.500;6250.270
166.620;6221.526
166.740;6191.131
166.860;6158.430
166.980;6124.899
167.100;6089.526
167.220;6054.303
167.340;6019.240
167.460;6790.569
167.580;6755.927
167.700;6719.331
167.820;6679.658
167.940;6639.080
168.060;6638.341
168.180;6610.764
168.300;6583.508
168.420;6556.598
168.540;6533.209
168.660;6513.845
168.780;6498.984
168.900;6483.967
169.020;6468.879
169.140;6453.769
169.260;6438.590
169.380;6423.297
169.500;6407.800
169.620;6392.120
169.740;6376.274
169.860;6360.120
169.980;6343.698
170.100;6327.011
170.220;6309.722
170.340;6291.921
170.460;6276.552
170.580;6256.620
170.700;6235.817
170.820;6213.992
170.940;6190.641
171.060;6165.937
171.180;6141.053
171.300;6116.183
171.420;6091.540
171.540;6067.264
171.660;6043.993
171.780;6023.231
171.900;6011.890
172.020;5981.320
172.140;5950.331
172.260;5918.929
172.380;5887.113
172.500;5854.434
172.620;5821.220
172.740;5787.740
172.860;5753.613
172.980;5713.498
173.100;5670.062
173.220;5626.740
173.340;5582.923
173.460;5536.732
173.580;5490.729
173.700;5445.042
173.820;5399.443
173.940;5354.097
174.060;5308.686
174.180;5263.211
174.300;5217.439
174.420;5171.771
174.540;5126.389
174.660;5081.275
174.780;5040.897
174.900;5001.110
175.020;4961.681
175.140;4922.762
175.260;4882.660
175.380;4834.567
175.500;4756.489
175.620;4707.854
175.740;4662.003
175.860;4631.521
175.980;4592.898
176.100;4546.849
176.220;4497.822
176.340;4445.674
176.460;4391.896
176.580;4338.343
176.700;4285.953
176.820;4235.175
176.940;4187.844
177.060;4141.091
177.180;4094.908
177.300;4049.271
177.420;4004.143
177.540;4667.434
177.660;4623.454
177.780;4325.124
177.900;4292.226
178.020;4260.543
178.140;4229.232
178.260;4198.323
178.380;4167.747
178.500;4137.460
178.620;4107.244
178.740;4076.709
178.860;4045.903
178.980;4012.437
179.100;3973.754
179.220;3939.286
179.340;3906.420
179.460;3874.233
179.580;3842.754
179.700;3811.152
179.820;3774.805
179.940;3738.985
180.060;3513.814
180.180;3457.832
180.300;3408.313
180.420;3362.343
180.540;1973.951
180.660;1931.889
180.780;1891.090
180.900;1854.308
181.020;1817.799
181.140;1781.724
181.260;1745.874
181.380;1697.349
181.500;1646.503
181.620;1598.882
181.740;1555.455
181.860;1515.424
181.980;1476.719
182.100;1439.009
182.220;2699.105
182.340;2665.045
182.460;2632.346
182.580;2608.670
182.700;2602.904
182.820;2597.492
182.940;2592.092
183.060;2587.269
183.180;2588.313
183.300;1483.121
183.420;1461.157
183.540;1481.726
183.660;1498.990
183.780;1512.253
183.900;1523.006
184.020;1531.724
184.140;1539.193
184.260;1545.127
184.380;1540.029
184.500;1534.172
184.620;1529.293
184.740;1523.785
184.860;1517.593
184.980;1510.396
185.100;1500.862
185.220;1201.764
185.340;1201.112
185.460;1200.597
185.580;1200.240
185.700;1200.221
185.820;1200.431
185.940;1200.892
186.060;1201.904
186.180;1203.256
186.300;1205.154
186.420;1211.640
186.540;1225.255
186.660;1238.895
186.780;1252.666
186.900;1266.427
187.020;1280.181
187.140;1295.071
187.260;1310.544
187.380;1325.918
187.500;1341.436
187.620;1357.082
187.740;1372.721
187.860;1388.410
187.980;1665.587
188.100;1745.368
188.220;1797.653
